标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
广宇上东臻品 4室2厅 3900元,4室2厅,125,3900,31.2
火车东站大两房全明户型， 家具家电齐全拎包入住。,2室2厅,89.34,5200,58.205
景芳六区 两居室好房源，合租，一家人都是很舒服的,2室1厅,56.1,4200,74.866
华鸿汇盛德堡 2室1厅 4200元,2室1厅,75,4200,56.0
北城枫景园 精装修 拎包入住 户型方正 采光极好,2室1厅,62.5,3000,48.0
钱江国际时代广场 1室0厅 5000元,1室0厅,48.26,5000,103.605
钱塘航空大厦 2室2厅 10000元,2室2厅,107.8,10000,92.764
郡枫绿园东区 2室2厅 2200元,2室2厅,62.5,2200,35.2
钱江新城地铁4号线城星路站，精装修2房，可居住和办公,2室2厅,111.71,10900,97.574
三里亭苑二区 2室1厅 4400元,2室1厅,70.65,4400,62.279
九堡东方公寓 2室2厅 3800元,2室2厅,75.9,3800,50.066
水湘人家东苑 2室1厅 5000元,2室1厅,68,5000,73.529
丽江公寓 4室2厅 6250元,4室2厅,84.59,6250,73.886
首开武林8栋 4室2厅 6500元,4室2厅,128,6500,50.781
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
新江花园 2室1厅 4400元,2室1厅,95.7,4400,45.977
全明户型 南北通透 低楼层 出行方便,2室1厅,70,4600,65.714
运新花苑二区 3室2厅 7500元,3室2厅,137,7500,54.745
房东重新装修好了，面积比较大，租房格局比较好,3室1厅,89,3000,33.708
郡原相江公寓 3室2厅 4500元,3室2厅,89,4500,50.562
蓝桥名苑 3室1厅 3900元,3室1厅,89,3900,43.82
新和嘉苑 2室1厅 4000元,2室1厅,61,4000,65.574
郡枫绿园东区 2室2厅 3500元,2室2厅,63,3500,55.556
精装3房，家具齐全，价格优惠，之前业主自住,3室1厅,90,4500,50.0
大家多立方 3室1厅 4500元,3室1厅,87.6,4500,51.37
中海御道 3室2厅 8500元,3室2厅,128,8500,66.406
城市之星 4室2厅 30000元,4室2厅,290,30000,103.448
高层，89方两室，边套，全明户型,2室1厅,86.89,5300,60.997
丽江公寓 2室2厅 4400元,2室2厅,89,4400,49.438
设计有范儿 大两房两厅 西边套 随时入住 家电齐全,2室2厅,89.42,6500,72.691
采荷小区芙蓉邨 1室1厅 3000元,1室1厅,40,3000,75.0
宋都阳光国际 2室2厅 4500元,2室2厅,84.69,4500,53.135
红苹果家园 4室2厅 6100元,4室2厅,144.85,6100,42.113
淮矿东元府 3室2厅 6500元,3室2厅,88.44,6500,73.496
滨江德信东方星城 3室2厅 8200元,3室2厅,89,8200,92.135
滨江德信东方星城 3室2厅 5800元,3室2厅,89,5800,65.169
蓝天城市花园 3室1厅 6500元,3室1厅,105,6500,61.905
万象城悦玺 1室0厅 7500元,1室0厅,50,7500,150.0
精装交付，厨卫设施齐全，loft风格，适宜年轻人！,2室1厅,61.4,4800,78.176
广宇上东臻品 3室2厅 3700元,3室2厅,89,3700,41.573
精装修自住两房，拎包入住，配套齐全，有车位一起出租,2室1厅,63,3500,55.556
大户型 一梯一户  小区宽敞  适合多人口家庭居住,4室2厅,210,14000,66.667
南肖埠北景西苑 3室1厅 6200元,3室1厅,72.52,6200,85.494
天运花园 3室2厅 8000元,3室2厅,138.56,8000,57.737
广大融城印象 3室2厅 3900元,3室2厅,101.7,3900,38.348
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
保利梧桐语 精装修四房三卫  居住舒适 交通便利无甲醛,4室2厅,140,7800,55.714
万象城悦府，精装两房，家具家电齐全，领包入住,2室1厅,89,15000,168.539
宋都阳光国际 2室2厅 3800元,2室2厅,86.7,3800,43.829
南肖埠社区 1室1厅 3200元,1室1厅,27.9,3200,114.695
闸弄口新村 2室1厅 3500元,2室1厅,40,3500,87.5
联合格里 2室2厅 3000元,2室2厅,75,3000,40.0
火车东站办公两室跃层低价出租大面积100左右,2室2厅,66.93,6500,97.116
精装修复式两层，业主诚心出租，看房提前联系,2室1厅,43,3000,69.767
开发商精装修3房，适合一家人居住，次新小区，环境好,3室2厅,89,4700,52.809
丁兰广场 明珠一号 精装可注册公司办公，业主诚心出租,2室1厅,42,3200,76.19
火车东站精装修小三房拎包入住高档小区次新小区,3室2厅,83.2,6000,72.115
丁兰广场 明珠一号 精装修复式可办公，业主诚心出租,2室1厅,42.13,2900,68.835
恒祺克拉天玺 1室0厅 3100元,1室0厅,19.1,3100,162.304
恒祺克拉天玺 1室1厅 3300元,1室1厅,41,3300,80.488
中企艮山府 3室1厅 6000元,3室1厅,88,6000,68.182
三里新城橘苑 3室2厅 5000元,3室2厅,91.2,5000,54.825
机神新村 2室1厅 4000元,2室1厅,59,4000,67.797
本房为业主之前婚房，很少住过，直接拎包入住。,3室2厅,91.21,3600,39.469
东城印象公寓 3室2厅 9500元,3室2厅,130,9500,73.077
中海御道 3室2厅 10000元,3室2厅,112,10000,89.286
泊林印象 3室1厅 4800元,3室1厅,90,4800,53.333
长睦家苑 3室1厅 4500元,3室1厅,93,4500,48.387
精装商品房，拎包入住，采光巨好,3室2厅,89,4200,47.191
丁桥兰苑 2室1厅 2800元,2室1厅,70,2800,40.0
适合一家人，四室，两个卫生间。,3室2厅,89,4600,51.685
君临天下，舍我其谁！三房称霸！,3室2厅,144.79,8800,60.778
钱江国际时代广场 1室0厅 5200元,1室0厅,59.37,5200,87.586
盛世钱塘 3室2厅 8500元,3室2厅,147,8500,57.823
赵家花苑 2室1厅 3500元,2室1厅,78,3500,44.872
蓝桥名苑 3室2厅 4200元,3室2厅,90,4200,46.667
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
和谐嘉园南苑 2室1厅 5000元,2室1厅,60,5000,83.333
首开武林8栋 精装房 看房方便 视野好 价格美丽,3室1厅,89,5500,61.798
同协雅苑 1室1厅 2500元,1室1厅,50,2500,50.0
花圃新村  精装修  看房有钥匙,2室1厅,50,5200,104.0
玺之湾 4室2厅 4500元,4室2厅,118,4500,38.136
滨江德信东方星城 4室2厅 11000元,4室2厅,138.81,11000,79.245
联合格里 3室2厅 4500元,3室2厅,123,4500,36.585
濮家新村 2室1厅 4000元,2室1厅,48.02,4000,83.299
新塘地铁口精装修两居室看房方便可拎包入住,2室2厅,88.56,7000,79.042
冠宇隽园 3室1厅 4000元,3室1厅,128.6,4000,31.104
长睦锦苑 2室2厅 2300元,2室2厅,72,2300,31.944
郡原相江公寓 3室1厅 4100元,3室1厅,88.38,4100,46.391
远洋香奈 3室2厅 3000元,3室2厅,89,3000,33.708
绿地华家池精装三房不一样的华家池给您不一样生活体验,3室2厅,89.49,11900,132.976
大面积，毛坯房，低楼层，做仓库,3室2厅,138,2800,20.29
向江来时代中心 2室1厅 6000元,2室1厅,50,6000,120.0
杰立公馆 1室0厅 4200元,1室0厅,50,4200,84.0
九堡东方公寓 2室2厅 4000元,2室2厅,82.72,4000,48.356
面积大，都是业主自住精装修，家电齐全，房间格局很好,3室1厅,103,3500,33.981
长睦邻里人家西苑 3室1厅 3000元,3室1厅,89,3000,33.708
东港嘉苑三区 2室2厅 4500元,2室2厅,89,4500,50.562
地铁2号线 400米 精装一居室 看房方便,1室1厅,40,3700,92.5
后珠辰秀嘉园 3室1厅 3100元,3室1厅,91,3100,34.066
天城铭园 2室2厅 4500元,2室2厅,71,4500,63.38
中豪四季公馆 3室1厅 4500元,3室1厅,100,4500,45.0
长睦家苑 3室1厅 3200元,3室1厅,94,3200,34.043
三房拎包入住，户型正点，小区环境好,3室1厅,89.5,3300,36.872
金基晓庐 3室2厅 12000元,3室2厅,128,12000,93.75
万家花园家和苑 2室2厅 4500元,2室2厅,80,4500,56.25
卓越蔚蓝领秀一期 4室2厅 3300元,4室2厅,89,3300,37.079
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
东茂苑 2室1厅 4300元,2室1厅,65.25,4300,65.9
绿地华家池优质房源，精装三居带地暖品质居住看房随时,3室1厅,89,13000,146.067
丁桥东兰轩 1室1厅 3200元,1室1厅,64.42,3200,49.674
开发商精装修3房，适合一家人居住，次新小区，环境好,3室2厅,89,4800,53.933
运新花苑一区 3室1厅 5800元,3室1厅,113,5800,51.327
超大三房两卫，南北通透，沿运河，采光超级好,3室1厅,154.1,8000,51.914
滨江凯旋门 大面积三房  出租啦,3室2厅,158.35,13000,82.097
夕照新村 2室1厅 4700元,2室1厅,58.88,4700,79.823
东润枫华 3室2厅 6800元,3室2厅,89.02,6800,76.387
采荷街道商教苑社区 2室1厅 5500元,2室1厅,45,5500,122.222
康恒悦麒美寓 2室2厅 4800元,2室2厅,89,4800,53.933
采一 精装修 2楼  家电齐全  10月中旬可入住,2室1厅,53.19,5000,94.003
建塘家苑 2室2厅 2950元,2室2厅,75,2950,39.333
新上采荷新村 户型方正 居家装修 采光通透,2室1厅,57.77,4600,79.626
精装修 家具几点齐全 拎包入住 交通便利,2室1厅,56,4600,82.143
丽江公寓 2室2厅 4800元,2室2厅,89.82,4800,53.44
万家花园万和苑 3室2厅 6500元,3室2厅,89,6500,73.034
杭九中这边的房子 户型方正 地铁2号线 居家的的选择,2室1厅,65,4500,69.231
杭州明石商业大厦 2室1厅 4300元,2室1厅,63,4300,68.254
建塘家苑 2室1厅 2800元,2室1厅,65,2800,43.077
景芳五区 2室1厅 4500元,2室1厅,54.77,4500,82.162
广宇上东臻品 3室2厅 4000元,3室2厅,85,4000,47.059
万科中央公园 3室2厅 7000元,3室2厅,112,7000,62.5
中海御道 3室2厅 9500元,3室2厅,112,9500,84.821
毛坯三房两厅出租，可以长租。。。。。,3室2厅,89,1800,20.225
丁桥热闹小区，楼层好，两房朝南采光充足。,3室2厅,102,2400,23.529
宋都阳光国际 2室2厅 4100元,2室2厅,89,4100,46.067
观音塘小区 2室1厅 4700元,2室1厅,55,4700,85.455
东港嘉苑三区 2室2厅 4800元,2室2厅,89,4800,53.933
景芳五区 1室1厅 3500元,1室1厅,40.65,3500,86.101
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
闸弄口火车东站双地铁口一线河景精装修大一居室,1室1厅,43,3600,83.721
闸弄口地铁口两房出租，价格便宜,2室1厅,47.75,3500,73.298
中海御道 3室2厅 10000元,3室2厅,112,10000,89.286
中企艮山府 3室1厅 6000元,3室1厅,88,6000,68.182
三里新城橘苑 3室2厅 5000元,3室2厅,91.2,5000,54.825
机神新村 2室1厅 4000元,2室1厅,59,4000,67.797
本房为业主之前婚房，很少住过，直接拎包入住。,3室2厅,91.21,3600,39.469
置鼎明珠1号 2室1厅 2700元,2室1厅,42,2700,64.286
中海御道 3室2厅 10000元,3室2厅,112,10000,89.286
泊林印象 3室1厅 4800元,3室1厅,90,4800,53.333
长睦家苑 3室1厅 4500元,3室1厅,93,4500,48.387
精装商品房，拎包入住，采光巨好,3室2厅,89,4200,47.191
丁桥兰苑 2室1厅 2800元,2室1厅,70,2800,40.0
适合一家人，四室，两个卫生间。,3室2厅,89,4600,51.685
远洋香奈 3房简装修家电配齐看房方便,3室1厅,89,4300,48.315
红街公寓 3室2厅 7800元,3室2厅,110,7800,70.909
万象城悦府 2室2厅 13000元,2室2厅,89.55,13000,145.17
红街天城公寓 1室0厅 3500元,1室0厅,31.29,3500,111.857
卓越蔚蓝领秀一期 3室1厅 2200元,3室1厅,89,2200,24.719
天阳观筑 3室1厅 3000元,3室1厅,89,3000,33.708
丁兰广场 明珠一号 精装修复式两层，业主诚心出租,2室1厅,45.1,3000,66.519
精装两房两厅可做三房价格可谈随时可看,3室2厅,89,7300,82.022
鑫运时代金座 3室1厅 4800元,3室1厅,50.15,4800,95.713
闻皇庙社区 2室0厅 3000元,2室0厅,46,3000,65.217
东方君悦 1室0厅 8500元,1室0厅,65,8500,130.769
滨江德信东方星城 3室1厅 5500元,3室1厅,126,5500,43.651
天阳观筑 2室1厅 3800元,2室1厅,74,3800,51.351
中装3房，家具齐全，价格优惠，户型清爽,3室2厅,89,3200,35.955
自住精装修 西门子家电 拎包入住 交通便利,2室1厅,39.45,4200,106.464
广宇上东臻品 3室1厅 3300元,3室1厅,88.43,3300,37.318
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
大世界五金城 3室1厅 5000元,3室1厅,136,5000,36.765
丁桥颐景园 2室2厅 3400元,2室2厅,75,3400,45.333
钱塘航空大厦 3室1厅 9500元,3室1厅,140.6,9500,67.568
中海御道 4室2厅 13000元,4室2厅,140,13000,92.857
龙湖武林九里 3室2厅 4166元,3室2厅,89,4166,46.809
九月庭院 3室2厅 5500元,3室2厅,126,5500,43.651
火车东站自住精装婚房出租大品牌家电,2室1厅,61,4600,75.41
东都公寓 2室1厅 3800元,2室1厅,70,3800,54.286
大家多立方 3室1厅 4800元,3室1厅,89,4800,53.933
置鼎明珠1号 2室1厅 3500元,2室1厅,45,3500,77.778
新中宇维萨 2室2厅 5100元,2室2厅,89.39,5100,57.053
世茂天宸自住标准精装修3居室，拎包入住，随时看房。,3室2厅,89.56,8500,94.908
绿地华家池印 3室2厅 9200元,3室2厅,89,9200,103.371
泊林印象 2室2厅 5000元,2室2厅,82.05,5000,60.938
郡原相江公寓 3室2厅 4600元,3室2厅,88.4,4600,52.036
滨江德信东方星城5居室 01卧,5室1厅,14.3,2260,158.042
久睦苑 2室2厅 2500元,2室2厅,61.55,2500,40.617
滨江德信东方星城5居室 06卧,5室1厅,15.1,1890,125.166
环境优美，交通方便，客流大 设施齐全,3室1厅,89.91,4500,50.05
滨江德信东方星城4居室 03卧,4室1厅,6.6,1330,201.515
房子中装，家具家电基本都有，可直接拎包入住,3室2厅,87,3300,37.931
自住精装三房，家具家电齐全，可直接拎包入住,3室2厅,89,4000,44.944
丽江公寓 2室2厅 5500元,2室2厅,89.65,5500,61.35
滨江德信东方星城5居室 06卧,5室1厅,15.1,1890,125.166
置鼎明珠1号 2室1厅 3000元,2室1厅,45,3000,66.667
南肖埠近庆春银泰 精装3室2卫带车位 地铁庆春广场站,3室2厅,129,7500,58.14
滨江德信东方星城5居室 01卧,5室1厅,14.3,2430,169.93
北城枫景园 2室1厅 2700元,2室1厅,62,2700,43.548
郡原相江公寓 3室2厅 4500元,3室2厅,89,4500,50.562
白云大厦 1室0厅 3100元,1室0厅,38.56,3100,80.394
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
拎包入住， 高档万科楼盘，房东诚心出租,3室2厅,89,6000,67.416
德信东望 3室2厅 7500元,3室2厅,89,7500,84.27
广宇小区，精装三室，南北通透，拎包入住。,3室2厅,125,5000,40.0
广宇上东臻品 3室2厅 5300元,3室2厅,120,5300,44.167
北城枫景园  拎包入住 户型方正 采光极好,2室1厅,62,2400,38.71
七堡地铁口 自住装修 家具家电齐全  业主包物业费。,3室1厅,89,5500,61.798
纯边套格局，南北通透户型方正，采光巨好，赠送面积多,3室2厅,89.03,3500,39.313
水湘人家西苑 3室1厅 5800元,3室1厅,65,5800,89.231
阳光城翡丽湾 4室2厅 5500元,4室2厅,120,5500,45.833
中海御道 3室1厅 10000元,3室1厅,109.36,10000,91.441
丁兰广场 明珠一号 精装修复式可办公，业主诚心出租,2室1厅,45,2600,57.778
金色黎明二期 3室2厅 5500元,3室2厅,89,5500,61.798
单身公寓，价格实惠，9月底入住,1室0厅,30.54,2600,85.134
东茂苑 2室1厅 4300元,2室1厅,65.25,4300,65.9
绿地华家池优质房源，精装三居带地暖品质居住看房随时,3室1厅,89,13000,146.067
丁桥东兰轩 1室1厅 3200元,1室1厅,64.42,3200,49.674
郡原相江公寓 2室2厅 3950元,2室2厅,88.66,3950,44.552
滨江德信东方星城4居室 02卧,4室1厅,8.5,1630,191.765
红街公寓 3室2厅 8500元,3室2厅,116,8500,73.276
滨江德信东方星城5居室 01卧,5室1厅,17.6,2230,126.705
滨江德信东方星城4居室 01卧,4室1厅,16,2490,155.625
滨江德信东方星城5居室 06卧,5室1厅,15,1960,130.667
中海御道 3室2厅 11000元,3室2厅,127.6,11000,86.207
丁桥颐景园 2室1厅 3600元,2室1厅,75,3600,48.0
房子简单装修，自带家具可直接拎包入住,3室2厅,89,3000,33.708
滨江德信东方星城4居室 02卧,4室1厅,10,1660,166.0
滨江德信东方星城4居室 02卧,4室1厅,9.3,1860,200.0
滨江德信东方星城5居室 03卧,5室1厅,7.3,1490,204.11
滨江德信东方星城4居室 01卧,4室1厅,16,2230,139.375
三义锦唐苑 2室1厅 2300元,2室1厅,72,2300,31.944
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
臻选精装 拎包入住 给您一个温暖舒心的家,4室1厅,187.64,9900,52.761
江岸邻里 4室1厅 6000元,4室1厅,120,6000,50.0
滨江德信东方星城5居室 01卧,5室1厅,14.3,2230,155.944
滨江德信东方星城5居室 02卧,5室1厅,13.3,1830,137.594
中海御道 3室2厅 10000元,3室2厅,111.59,10000,89.614
滨江德信东方星城4居室 01卧,4室1厅,16,2290,143.125
滨江德信东方星城5居室 01卧,5室1厅,14.3,2560,179.021
金色黎明一期4居室 05卧,4室2厅,14.2,1930,135.915
滨江德信东方星城4居室 05卧,4室1厅,9,1830,203.333
滨江德信东方星城4居室 05卧,4室1厅,17,1960,115.294
滨江德信东方星城4居室 02卧,4室1厅,11.4,1830,160.526
滨江德信东方星城5居室 01卧,5室1厅,14.3,2260,158.042
滨江德信东方星城5居室 02卧,5室1厅,13,1890,145.385
滨江德信东方星城4居室 01卧,4室1厅,16,2230,139.375
阳光国际 南北通透 家电齐全 看房方便有钥匙 房东城租,2室2厅,89,3900,43.82
景芳三区3居室 02卧,3室1厅,8.4,1860,221.429
中海御道 4室1厅 9500元,4室1厅,112,9500,84.821
联合格里 3室1厅 3500元,3室1厅,88.48,3500,39.557
丽江公寓 2室2厅 5000元,2室2厅,91.15,5000,54.855
滨江曙光之城 3室2厅 5500元,3室2厅,89,5500,61.798
龙湖武林九里 3室2厅 4500元,3室2厅,120,4500,37.5
好房推荐，精装三居带地暖，空调，可配家具,3室2厅,138.09,15000,108.625
红街天城公寓 1室1厅 3500元,1室1厅,36.4,3500,96.154
景芳五区两居室，干净清爽，适合一家人,2室1厅,48.68,4000,82.169
红街天城公寓 2室2厅 6500元,2室2厅,82.5,6500,78.788
绿地华家池印 3室2厅 10000元,3室2厅,89.49,10000,111.744
中企艮山府 3室2厅 6200元,3室2厅,87.82,6200,70.599
城发云锦城 3室2厅 2800元,3室2厅,120,2800,23.333
运新花苑二区 2室2厅 5500元,2室2厅,124,5500,44.355
大三室，中等装修，交通便利，先到先得,3室2厅,88.07,5000,56.773
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金基晓庐 3室2厅 13000元,3室2厅,135,13000,96.296
成熟小区，配套齐全，出行方便。,3室2厅,89,5800,65.169
新城红郡 3室2厅 2200元,3室2厅,90,2200,24.444
南肖埠社区 3室1厅 5000元,3室1厅,93,5000,53.763
广宇上东臻品 3室2厅 2700元,3室2厅,89,2700,30.337
冠宇隽园三房，拎包入住，干净清爽。,2室1厅,89.7,3800,42.363
上东臻 品小三房，价格美丽，配备齐全,2室2厅,83.52,2800,33.525
联合格里精装三房，拎包入住，价格可谈,3室1厅,89.33,4900,54.853
舒适大一居室双地铁口采光好交通四通八达,1室0厅,41,2890,70.488
精装一室一厅，中间楼层位置，采光佳，全新家具。,1室1厅,40,3300,82.5
采光好，通风好，交通便利。。。。,1室0厅,38.56,3500,90.768
干净清爽，采光好，朝向好，简单装修。,2室1厅,77,5200,67.532
阳光逸城精装两房，干净清爽，拎包入住,2室1厅,61.87,3300,53.338
丁桥颐景园毛坯小三房，价格美丽,2室2厅,88,2500,28.409
小区环境优美，交通便利，餐饮游乐多，校区风气浓厚。,3室2厅,89,5300,59.551
钱塘航空大厦 2室1厅 10000元,2室1厅,111,10000,90.09
纯毛坯，三房两厅，可做仓库，可办公,3室2厅,89,2000,22.472
火车东站旁，交通枢纽，一室一厅，办公好使,1室1厅,54,4500,83.333
loft 酒店式公寓， 可办公可住宿，杭州火车东站50米,1室0厅,58.12,4500,77.426
恒祺克拉天玺 1室1厅 3600元,1室1厅,39.5,3600,91.139
火车东站两室跃层公寓可居住可办公,2室1厅,36,4800,133.333
两房简装修，自己有家具可直接入住，看房随时联系。,2室1厅,61.67,2500,40.538
东港嘉苑三区 2室1厅 4000元,2室1厅,68,4000,58.824
东都公寓 3室1厅 4200元,3室1厅,85,4200,49.412
两房朝南，采光好，精装修，拎包入住。,3室2厅,89,3500,39.326
广宇东承府 2室1厅 3600元,2室1厅,69.38,3600,51.888
鑫运时代金座 跃层赠送实用面积大 地铁口200米 精装修,2室1厅,50,6000,120.0
诚心出租，价格美丽，看房随时。,2室1厅,54,3200,59.259
和谐嘉园南苑 2室1厅 5200元,2室1厅,55,5200,94.545
红街公寓 3室2厅 6800元,3室2厅,123.65,6800,54.994
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
鑫运时代金座 2室1厅 3400元,2室1厅,55,3400,61.818
景芳三区 2室0厅 4000元,2室0厅,47,4000,85.106
南肖埠社区 2室1厅 4300元,2室1厅,57.64,4300,74.601
简装干净 两室一厅 采光位置佳,2室1厅,70,2800,40.0
绿城开发商精装修，出租带车位，位置安静，地铁近,3室2厅,104,6500,62.5
东方君悦 2室1厅 23000元,2室1厅,160,23000,143.75
入住率高，配套完善，楼层佳，离高速远，无噪音干扰,3室2厅,77,4800,62.338
采荷街道商教苑社区 2室1厅 5300元,2室1厅,50,5300,106.0
东港嘉苑二区 1室1厅 3300元,1室1厅,51,3300,64.706
郡原相江公寓 3室1厅 4200元,3室1厅,88.38,4200,47.522
盛世钱塘 3室2厅 10000元,3室2厅,146.85,10000,68.097
龙湖武林九里 3室1厅 3200元,3室1厅,90,3200,35.556
淮矿东元府 3室1厅 6500元,3室1厅,87.85,6500,73.99
龙湖武林九里 3室2厅 5000元,3室2厅,135,5000,37.037
淮矿东元府 3室1厅 6500元,3室1厅,88.68,6500,73.297
宋都时间国际 1室1厅 3300元,1室1厅,41,3300,80.488
精装修公寓房，拎包入住。给您一个温馨的家,1室1厅,48.93,3500,71.531
明桂苑 3室2厅 5600元,3室2厅,100,5600,56.0
龙湖武林九里 3室2厅 4500元,3室2厅,90,4500,50.0
罗兰春天 3室1厅 3000元,3室1厅,104.97,3000,28.58
万象城悦府 2室2厅 13500元,2室2厅,89,13500,151.685
郡原相江公寓 3室1厅 4000元,3室1厅,89,4000,44.944
中海御道 3室2厅 8800元,3室2厅,112,8800,78.571
景芳东区低楼层一居室，家电齐全,1室0厅,30.46,2700,88.641
金色黎明二期 3室1厅 5500元,3室1厅,89,5500,61.798
建塘家苑 2室1厅 2850元,2室1厅,63,2850,45.238
置鼎明珠1号 2室1厅 3300元,2室1厅,46.81,3300,70.498
九月庭院 2室2厅 4300元,2室2厅,98,4300,43.878
新江花园 3室2厅 6500元,3室2厅,143.24,6500,45.378
金基晓庐 2室2厅 8000元,2室2厅,100,8000,80.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
大家多立方 3室1厅 4500元,3室1厅,89,4500,50.562
景芳五区 1室0厅 3300元,1室0厅,34.78,3300,94.882
笕东嘉苑 3室1厅 5000元,3室1厅,90,5000,55.556
广宇上东臻品 3室2厅 2700元,3室2厅,89,2700,30.337
南肖埠社区 3室1厅 5000元,3室1厅,93,5000,53.763
上东臻 品小三房，价格美丽，配备齐全,2室2厅,83.52,2800,33.525
联合格里精装三房，拎包入住，价格可谈,3室1厅,89.33,4900,54.853
丁桥颐景园毛坯小三房，价格美丽,2室2厅,88,2500,28.409
红街公寓 3室2厅 6800元,3室2厅,123.65,6800,54.994
明桂北苑 1室1厅 3800元,1室1厅,51,3800,74.51
长睦家苑简装大三房，价格美丽，看房方便,3室2厅,103,3100,30.097
金色黎明二期 3室1厅 4000元,3室1厅,89,4000,44.944
浙商国际中心 2室1厅 5500元,2室1厅,97.8,5500,56.237
业主按自住精装修，户型很不错，小区环境优雅,3室1厅,88.88,3500,39.379
南肖埠文景苑 3室2厅 8800元,3室2厅,137,8800,64.234
后珠辰秀嘉园精装三房，拎包入住，价格可谈,2室1厅,88.03,3500,39.759
精装两室，拎包入住，打扫干净。,2室1厅,62,2500,40.323
明月嘉苑 2室1厅 4800元,2室1厅,80,4800,60.0
景芳六区 3室1厅 5600元,3室1厅,90,5600,62.222
房东自住装修，面积很大，很适合公司人多一起居住,4室2厅,150,4500,30.0
地铁绿城杨柳郡 4室2厅 7500元,4室2厅,138,7500,54.348
天阳观筑 3室1厅 3300元,3室1厅,89,3300,37.079
冠宇隽园三房，拎包入住，干净清爽。,2室1厅,89.7,3800,42.363
小区环境优美，交通便利，餐饮游乐多，校区风气浓厚。,3室2厅,89,5300,59.551
精装一室一厅，中间楼层位置，采光佳，全新家具。,1室1厅,40,3300,82.5
采光好，通风好，交通便利。。。。,1室0厅,38.56,3500,90.768
干净清爽，采光好，朝向好，简单装修。,2室1厅,77,5200,67.532
舒适大一居室双地铁口采光好交通四通八达,1室0厅,41,2890,70.488
阳光逸城精装两房，干净清爽，拎包入住,2室1厅,61.87,3300,53.338
蓝桥名苑 2室2厅 3600元,2室2厅,88.5,3600,40.678
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金雅苑社区 2室1厅 4700元,2室1厅,85.08,4700,55.242
彭埠地铁站三房，南北通透，家具家电齐全，拎包入住,3室2厅,88.9,5800,65.242
近地铁精装两房公寓东西全配。房东诚心出租，价格可谈,2室0厅,42,6000,142.857
新和嘉苑 2室2厅 5500元,2室2厅,100,5500,55.0
招商雍华府 3室1厅 5300元,3室1厅,89,5300,59.551
钱塘航空大厦 2室1厅 10000元,2室1厅,111,10000,90.09
世茂东壹号 3室1厅 5800元,3室1厅,89,5800,65.169
东都公寓 3室1厅 4200元,3室1厅,85,4200,49.412
东港嘉苑三区 2室1厅 4000元,2室1厅,68,4000,58.824
火车东站旁，交通枢纽，一室一厅，办公好使,1室1厅,54,4500,83.333
loft 酒店式公寓， 可办公可住宿，杭州火车东站50米,1室0厅,58.12,4500,77.426
恒祺克拉天玺 1室1厅 3600元,1室1厅,39.5,3600,91.139
火车东站两室跃层公寓可居住可办公,2室1厅,36,4800,133.333
两房朝南，采光好，精装修，拎包入住。,3室2厅,89,3500,39.326
久睦苑 2室2厅 2600元,2室2厅,62,2600,41.935
置鼎明珠1号 2室1厅 3300元,2室1厅,40,3300,82.5
远洋万和四季 3室2厅 7000元,3室2厅,98,7000,71.429
中间好楼层，全明好户型，房东好脾气。,3室2厅,118.82,7000,58.913
万家稀有地铁大三房，给您一个舒适的家,3室2厅,114.68,7000,61.039
保利罗兰香谷 4室2厅 2500元,4室2厅,120,2500,20.833
大世界五金城 2室1厅 3000元,2室1厅,75,3000,40.0
盛世钱塘 3室2厅 13000元,3室2厅,147.6,13000,88.076
品质小区，人车分流，环境优美，配套齐全,3室2厅,89,6500,73.034
精装修，拎包入住，高楼层，电梯房,2室1厅,85.46,3200,37.444
新城时代广场 1室0厅 4500元,1室0厅,40.48,4500,111.166
新城红郡， 毛坯房， 两房出租。,2室1厅,67.9,2000,29.455
中兴九洲芳园 3室1厅 5200元,3室1厅,130,5200,40.0
广宇上东领地 2室2厅 3800元,2室2厅,78.44,3800,48.445
长睦邻里人家东苑 2室1厅 3000元,2室1厅,69.34,3000,43.265
新风丽都北苑 2室1厅 4300元,2室1厅,80,4300,53.75
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
新和嘉苑 2室2厅 5500元,2室2厅,100,5500,55.0
采荷电梯地铁房 滨江房产 滨江物业,3室1厅,89.54,11000,122.85
上东名筑，精装三房，中间楼层，新装家电，拎包入住,3室1厅,85.94,3500,40.726
浙商国际中心 1室0厅 2500元,1室0厅,33.74,2500,74.096
钱塘航空大厦 2室1厅 10000元,2室1厅,111,10000,90.09
世茂东壹号 3室1厅 5800元,3室1厅,89,5800,65.169
纯毛坯，三房两厅，可做仓库，可办公,3室2厅,89,2000,22.472
