标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
之江绿洲嘉园 3室2厅 7000元,3室2厅,140,7000,50.0
融创东南海 5室2厅 7500元,5室2厅,139,7500,53.957
金域兰庭 3室2厅 3500元,3室2厅,89,3500,39.326
精装公寓 一线奥体 濒临钱塘江 配套齐全 看房方便,1室1厅,45,4000,88.889
业主诚心出租，价格还可以商量，拎包入住！！,2室1厅,78,3500,44.872
广泽小区 3室1厅 3400元,3室1厅,92,3400,36.957
房子精装修，出行方便，生活配套完善,1室1厅,58,3300,56.897
佳境天城 地铁口 看房方便拎包入住 房源真实,4室2厅,170.56,8500,49.836
高运高庄，带车位出租，诚心出租,3室2厅,120,4800,40.0
三江新村 1室1厅 3300元,1室1厅,50,3300,66.0
得力新和人家 3室2厅 3800元,3室2厅,132,3800,28.788
业主诚心出租，诚心客户，价格可以商量！,3室1厅,95.62,4000,41.832
顺发和美家 3室1厅 5600元,3室1厅,89,5600,62.921
顺丰家园 3室1厅 5000元,3室1厅,80.82,5000,61.866
西湘公寓 2室1厅 4200元,2室1厅,98,4200,42.857
顺发恒园 3室2厅 5600元,3室2厅,89,5600,62.921
美之园西区 6室2厅 8000元,6室2厅,128,8000,62.5
江南明城金座 1室1厅 3400元,1室1厅,62.62,3400,54.296
阳光城上府 3室2厅 7500元,3室2厅,89,7500,84.27
隐龙湾 1室1厅 3200元,1室1厅,65,3200,49.231
中国铁建江南国际城 3室2厅 6000元,3室2厅,88,6000,68.182
房子精装修，出行方便，生活配套完善,1室1厅,57.92,3000,51.796
林之语 4室2厅 3000元,4室2厅,160,3000,18.75
高运莱茵传奇 3室2厅 5500元,3室2厅,121.98,5500,45.089
湘湖人家排屋 交通便利 配套齐全 拎包入住,4室2厅,209.19,6500,31.072
商住公寓 精装修 拎包入住 价格实惠,1室1厅,51.16,2600,50.821
金地德圣中心 1室1厅 4000元,1室1厅,33.6,4000,119.048
明怡花苑 3室2厅 6000元,3室2厅,120,6000,50.0
自住婚房装修大三房二厅一厨二卫,3室2厅,134.5,6500,48.327
都市广厦 3室2厅 6500元,3室2厅,150.28,6500,43.253
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
港汇中心 1室1厅 4200元,1室1厅,50,4200,84.0
顺丰家园 3室2厅 8500元,3室2厅,123,8500,69.106
华瑞晴庐 2室1厅 3800元,2室1厅,55,3800,69.091
湘湖人家 3室2厅 5000元,3室2厅,121,5000,41.322
建境巧克力公馆 2室2厅 3600元,2室2厅,56,3600,64.286
毛坯出租 可以长期出租 价格优惠 有钥匙,3室2厅,89,3800,42.697
房屋清爽装修，不易潮湿， 适合一家人居住！,3室2厅,88.11,4500,51.073
金地德圣中心 1室1厅 3200元,1室1厅,34,3200,94.118
龙湖旭辉春江悦茗 3室2厅 6000元,3室2厅,89,6000,67.416
中栋国际，自住装修，家电齐全，首 次出租看房方便！,1室1厅,51.9,3800,73.218
通和戈雅公寓 3室2厅 4500元,3室2厅,127,4500,35.433
绿都花园 3室2厅 4800元,3室2厅,129.32,4800,37.117
顺发旺角城二期 2室2厅 4600元,2室2厅,80,4600,57.5
奥兰多小镇 2室1厅 4500元,2室1厅,70,4500,64.286
商住公寓 精装修 拎包入住 价格实惠,2室1厅,56,3000,53.571
绿城西子郁金香岸 3室2厅 4800元,3室2厅,127,4800,37.795
四季华庭，毛坯两房两厅，改动空间大，配套齐全！,3室2厅,89,3000,33.708
中誉现代城 1室0厅 1600元,1室0厅,30,1600,53.333
信融御金台 5室2厅 30800元,5室2厅,415,30800,74.217
精装公寓 一线奥体 濒临钱塘江 配套齐全 看房方便,1室2厅,72,5000,69.444
凯丽晶座 2室2厅 3800元,2室2厅,55.92,3800,67.954
金地德圣中心 1室1厅 4000元,1室1厅,33.6,4000,119.048
华瑞晴庐品质小区，边套，家具家电齐全，拎包入住。,3室2厅,90.96,6000,65.963
九悦江南 1室0厅 1800元,1室0厅,25,1800,72.0
德圣博奥城 3室1厅 5000元,3室1厅,88.62,5000,56.421
绿都金域东方 3室2厅 4000元,3室2厅,89,4000,44.944
湘湖人家 高层俩房  拎包入住,2室2厅,84.59,4200,49.651
顺发和美家，复式毛坯，房东诚心出租,6室2厅,128,7900,61.719
南北通透，采光好，家电齐全，拎包入住！适合一家人,4室2厅,89.29,6500,72.797
丽晶国际 2室1厅 4300元,2室1厅,50,4300,86.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
港汇中心 2室2厅 6500元,2室2厅,68,6500,95.588
中国铁建江南国际城5居室 01卧,5室1厅,18.2,2690,147.802
广泽小区 3室1厅 3500元,3室1厅,76,3500,46.053
中国铁建江南国际城 3室2厅 5000元,3室2厅,89,5000,56.18
郡望府 2室1厅 3800元,2室1厅,80,3800,47.5
新南郡嘉苑 3室2厅 3800元,3室2厅,147,3800,25.85
龙湖旭辉春江悦茗4居室 05卧,4室1厅,16.3,2060,126.38
阳光城上府4居室 02卧,4室1厅,7.14,1830,256.303
中国铁建江南国际城4居室 01卧,4室1厅,17.3,2790,161.272
顺发康庄 3室2厅 4500元,3室2厅,125,4500,36.0
新城香悦奥府 4室2厅 7500元,4室2厅,117,7500,64.103
丽晶国际 2室2厅 7000元,2室2厅,120,7000,58.333
低租金，首*次出租，房东诚心出租！,1室1厅,49.02,2600,53.04
精装修，户型好，楼层好，看房方便,3室1厅,90,4900,54.444
鸿兴城巧克力公馆 3室1厅 4400元,3室1厅,45,4400,97.778
绿都御景蓝湾 3室2厅 4000元,3室2厅,88.9,4000,44.994
两房朝南&ensp;温馨如家&ensp;阳光充足&ensp;方便看房,3室1厅,86.26,4500,52.168
绿城西子郁金香岸 4室2厅 6000元,4室2厅,170,6000,35.294
家具齐全三房二卫 全明户型 楼层好 采光充足看房方便,3室2厅,89,6500,73.034
中国铁建江南国际城4居室 01卧,4室1厅,20.1,2690,133.831
德圣博奥城 3室2厅 3500元,3室2厅,89,3500,39.326
万科大家世纪之光 3室2厅 6200元,3室2厅,81,6200,76.543
世纪晶钻 1室1厅 3300元,1室1厅,47,3300,70.213
众安嘉润公馆 1室1厅 4300元,1室1厅,62.72,4300,68.559
顺发和美家 3室1厅 4000元,3室1厅,90,4000,44.444
九悦江南 2室1厅 3400元,2室1厅,91,3400,37.363
得力名望府 4室2厅 5500元,4室2厅,89.19,5500,61.666
绿都四季华庭 3室2厅 3500元,3室2厅,89,3500,39.326
香山四季公馆 3室2厅 3800元,3室2厅,79.8,3800,47.619
丰润家园3居室 01卧,3室1厅,12.7,1830,144.094
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
业主诚心出租，诚心客户，价格可以商量！,2室1厅,85.27,3200,37.528
金马飞鸟集 2室1厅 4000元,2室1厅,76,4000,52.632
光明尚海湾 4室1厅 4500元,4室1厅,110,4500,40.909
"回澜北园（低楼层采光好,交通便利）",2室1厅,57.11,2600,45.526
回澜北园 2室1厅 2800元,2室1厅,56.6,2800,49.47
融创东南海 2室1厅 2300元,2室1厅,70,2300,32.857
高运莱茵传奇 4室2厅 8000元,4室2厅,89,8000,89.888
南岸花城 3室2厅 5000元,3室2厅,139,5000,35.971
山水苑 改善户型 采光好 楼层好 业主诚心出租,6室3厅,225.85,6000,26.566
宝盛世纪中心 1室1厅 4200元,1室1厅,42,4200,100.0
金域三江 3室2厅 4500元,3室2厅,138,4500,32.609
朝阳银座 1室1厅 2400元,1室1厅,37,2400,64.865
绿都御景蓝湾 3室2厅 3300元,3室2厅,89.59,3300,36.834
顺发和美家 3室1厅 4500元,3室1厅,89,4500,50.562
金鹭银座 1室1厅 2300元,1室1厅,38.7,2300,59.432
绿都四季华庭 1室1厅 1600元,1室1厅,35,1600,45.714
知稼苑 1室1厅 2400元,1室1厅,42,2400,57.143
朝阳银座 1室1厅 3300元,1室1厅,46,3300,71.739
阳光城上府 2室1厅 4300元,2室1厅,55,4300,78.182
丽晶国际 4室1厅 14520元,4室1厅,242,14520,60.0
丽晶国际 4室1厅 14520元,4室1厅,242,14520,60.0
丽晶国际 2室1厅 13000元,2室1厅,135.06,13000,96.254
科尔世纪外滩 5室1厅 4500元,5室1厅,139,4500,32.374
花城名苑 3室2厅 3800元,3室2厅,102.15,3800,37.2
众安朝阳8号 3室2厅 2300元,3室2厅,89,2300,25.843
开元名郡 3室2厅 3000元,3室2厅,89,3000,33.708
本房由实勘经纪人实地看房，点评客观,3室2厅,134,6800,50.746
绿都金域东方 3室1厅 3000元,3室1厅,89,3000,33.708
精装修，两室，全明户型，可直接入住,2室2厅,98.23,5900,60.063
绿都金域东方 3室1厅 3800元,3室1厅,89,3800,42.697
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
丽晶国际 3室1厅 11000元,3室1厅,140,11000,78.571
高运高庄 3室2厅 3400元,3室2厅,89,3400,38.202
纯毛坯，次新小区，二号线朝阳站边上，交通方便,3室1厅,89,3000,33.708
绿都御景蓝湾 3室2厅 3000元,3室2厅,110,3000,27.273
隐龙湾 5室2厅 8300元,5室2厅,276.74,8300,29.992
绿都金域东方 3室2厅 2700元,3室2厅,88.32,2700,30.571
滨江东方海岸 3室2厅 5000元,3室2厅,139,5000,35.971
绿都金域东方 3室2厅 2800元,3室2厅,88.32,2800,31.703
顺发和美家 2室2厅 6500元,2室2厅,89.26,6500,72.821
南岸花城 5室2厅 8500元,5室2厅,175,8500,48.571
湘湖九号 3室1厅 5000元,3室1厅,56,5000,89.286
广悦公寓 3室1厅 4500元,3室1厅,103,4500,43.689
香山四季公馆 2室1厅 3100元,2室1厅,80,3100,38.75
众安朝阳8号 4室2厅 3500元,4室2厅,110,3500,31.818
绿都御景蓝湾 3室2厅 4200元,3室2厅,89,4200,47.191
德圣博奥城 3室2厅 4500元,3室2厅,90,4500,50.0
绿都御景蓝湾 3室2厅 3500元,3室2厅,89,3500,39.326
绿都金域东方 3室2厅 3500元,3室2厅,89,3500,39.326
绿都金域东方 3室2厅 2500元,3室2厅,88.55,2500,28.233
顺发和美家 3室2厅 5000元,3室2厅,90,5000,55.556
天汇园 7室0厅 9200元,7室0厅,217.73,9200,42.254
绿都金域东方 4室2厅 3000元,4室2厅,125,3000,24.0
天汇园 1室1厅 8000元,1室1厅,215,8000,37.209
万科大家世纪之光 1室0厅 10833元,1室0厅,52,10833,208.327
众安朝阳8号 3室2厅 3200元,3室2厅,87.87,3200,36.417
众安朝阳8号 3室2厅 3300元,3室2厅,89,3300,37.079
恒安名座 2室1厅 3200元,2室1厅,108,3200,29.63
大学城旁 精装loft一室一卫 ，可办公， 包车位,1室1厅,51.15,4000,78.201
绿都御景蓝湾 3室2厅 3000元,3室2厅,89,3000,33.708
顺发康庄 4室2厅 5000元,4室2厅,160,5000,31.25
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金地天逸 3室2厅 8500元,3室2厅,98,8500,86.735
排屋联排 带地下室 纯毛坯 工作室可用,4室2厅,210.54,6500,30.873
港汇中心 1室0厅 7275元,1室0厅,97,7275,75.0
广悦公寓 2室1厅 3600元,2室1厅,85,3600,42.353
众安景海湾 3室1厅 2800元,3室1厅,102.34,2800,27.36
港汇中心 2室1厅 5000元,2室1厅,104.78,5000,47.719
湘湖人家 多层三房  拎包入住,3室2厅,117.43,5200,44.282
新惠名苑，两室两厅，面积较大，精装修。,2室2厅,117.83,4000,33.947
恒安名座 2室1厅 3200元,2室1厅,108,3200,29.63
业主诚心出租，诚心客户，价格可以商量！,2室1厅,85.27,3200,37.528
大学城旁 精装loft一室一卫 ，可办公， 包车位,1室1厅,51.15,4000,78.201
嘉利公寓 1室1厅 2200元,1室1厅,45.3,2200,48.565
丽晶国际 2室1厅 3600元,2室1厅,65,3600,55.385
金马飞鸟集 2室1厅 4000元,2室1厅,76,4000,52.632
光明尚海湾 4室1厅 4500元,4室1厅,110,4500,40.909
朝阳银座 1室1厅 2400元,1室1厅,37,2400,64.865
绿都御景蓝湾 3室2厅 3300元,3室2厅,89.59,3300,36.834
绿都御景蓝湾 3室2厅 3000元,3室2厅,89,3000,33.708
萧山宝龙城市广场 1室1厅 3100元,1室1厅,42,3100,73.81
丽晶国际 3室2厅 7000元,3室2厅,80.82,7000,86.612
郡望府 4室2厅 5000元,4室2厅,89.65,5000,55.772
宝盛世纪中心 1室1厅 4200元,1室1厅,42,4200,100.0
金域三江 3室2厅 4500元,3室2厅,138,4500,32.609
高桥小区，中等装修，家电齐全，交通便利,3室1厅,66.5,2700,40.602
顺发和美家 4室2厅 8000元,4室2厅,170,8000,47.059
宝盛世纪中心 1室1厅 4200元,1室1厅,44,4200,95.455
顺发康庄 4室2厅 5000元,4室2厅,160,5000,31.25
朝阳银座，房子精装修，拎包入住，交通方便,1室1厅,58,3200,55.172
萧山宝龙城市广场 1室1厅 3500元,1室1厅,40,3500,87.5
宁东北苑 3室1厅 4000元,3室1厅,100,4000,40.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
绿城丁香公馆 1室1厅 4800元,1室1厅,69.98,4800,68.591
丽晶国际 3室1厅 16800元,3室1厅,150,16800,112.0
德信泊林春天 4室1厅 5500元,4室1厅,95,5500,57.895
科尔世纪外滩 3室1厅 3500元,3室1厅,110,3500,31.818
融创东南海 3室1厅 3800元,3室1厅,89,3800,42.697
融创东南海 4室2厅 5000元,4室2厅,125,5000,40.0
万科大家世纪之光 1室0厅 12000元,1室0厅,53,12000,226.415
科尔世纪外滩 4室2厅 4200元,4室2厅,139,4200,30.216
融创东南海 4室2厅 4500元,4室2厅,139,4500,32.374
融创东南海 3室2厅 4000元,3室2厅,78,4000,51.282
金地德圣中心 2室1厅 3600元,2室1厅,40.4,3600,89.109
金地德圣中心 1室1厅 3500元,1室1厅,49.28,3500,71.023
中栋国际 1室1厅 3600元,1室1厅,56.66,3600,63.537
金地德圣中心 1室1厅 2650元,1室1厅,49.34,2650,53.709
融创东南海 4室1厅 5000元,4室1厅,97,5000,51.546
丰润家园 2室1厅 4400元,2室1厅,70,4400,62.857
金马同盛 1室1厅 2400元,1室1厅,40,2400,60.0
恒泰御庭园 3室2厅 7000元,3室2厅,150,7000,46.667
名仁家园 3室2厅 4700元,3室2厅,95.8,4700,49.061
绿都御景蓝湾 3室2厅 4500元,3室2厅,89,4500,50.562
绿都御景蓝湾 4室1厅 4000元,4室1厅,89,4000,44.944
金马飞鸟集 1室1厅 3000元,1室1厅,43.02,3000,69.735
湘湖家园 2室1厅 4000元,2室1厅,60,4000,66.667
金地天逸 3室2厅 7000元,3室2厅,118,7000,59.322
港汇中心 2室2厅 10500元,2室2厅,180,10500,58.333
山阴小区 3室1厅 3800元,3室1厅,89,3800,42.697
众安嘉润公馆 1室0厅 4000元,1室0厅,56.8,4000,70.423
新白马公寓 2室2厅 5200元,2室2厅,99.9,5200,52.052
水亭址 2室1厅 3000元,2室1厅,56.88,3000,52.743
华瑞晴庐 4室2厅 7000元,4室2厅,90,7000,77.778
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
花城名苑 3室2厅 3800元,3室2厅,102.15,3800,37.2
众安朝阳8号 3室2厅 2300元,3室2厅,89,2300,25.843
开元名郡 3室2厅 3000元,3室2厅,89,3000,33.708
精装修，两室，全明户型，可直接入住,2室2厅,98.23,5900,60.063
湘湖人家 3室2厅 5200元,3室2厅,120,5200,43.333
绿都御景蓝湾 4室2厅 4000元,4室2厅,135,4000,29.63
郡望府 3室2厅 3500元,3室2厅,90,3500,38.889
众安国泰花园 1室0厅 1500元,1室0厅,20,1500,75.0
丰润家园 1室0厅 2100元,1室0厅,25,2100,84.0
丽晶国际 2室1厅 4000元,2室1厅,50,4000,80.0
郡望府 3室2厅 3200元,3室2厅,89,3200,35.955
金鹭银座 1室1厅 2300元,1室1厅,38.7,2300,59.432
阳光城上府 2室1厅 4300元,2室1厅,55,4300,78.182
丽晶国际 4室1厅 14520元,4室1厅,242,14520,60.0
科尔世纪外滩 5室1厅 4500元,5室1厅,139,4500,32.374
绿都金域东方 3室1厅 3000元,3室1厅,89,3000,33.708
绿都金域东方 3室1厅 3800元,3室1厅,89,3800,42.697
九悦江南 1室1厅 1550元,1室1厅,25,1550,62.0
刚准备出租，没人住过，价格可谈.可以季付，拎包入住,1室0厅,49,2200,44.898
通和戈雅公寓 3室2厅 3500元,3室2厅,124.44,3500,28.126
融创东南海 5室2厅 4200元,5室2厅,139,4200,30.216
风景区地图旁，开发商精装公寓诚心出租，随时可看,1室1厅,37.95,3200,84.321
绿都金域东方 3室1厅 4000元,3室1厅,88.39,4000,45.254
绿都御景蓝湾 3室2厅 2500元,3室2厅,89,2500,28.09
绿都金域东方 4室2厅 2500元,4室2厅,107.21,2500,23.319
中栋国际 1室1厅 3600元,1室1厅,51.72,3600,69.606
恒瑞名座 3室2厅 7000元,3室2厅,126,7000,55.556
华瑞晴庐 2室1厅 3800元,2室1厅,60,3800,63.333
华瑞晴庐 3室2厅 6200元,3室2厅,89,6200,69.663
佳境天城境合苑 3室2厅 7500元,3室2厅,151,7500,49.669
