标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
万塘汇大厦 1室0厅 18000元,1室0厅,242,18000,74.38
黄龙雅苑 精装两房 邀您来住 业主诚心出租,2室2厅,134.53,13000,96.633
回龙雅苑 3室2厅 3980元,3室2厅,95,3980,41.895
园丁公寓 2室2厅 3000元,2室2厅,72,3000,41.667
西溪板块房东自住房源 近阿里巴巴 西溪首座西溪银泰城,5室2厅,170.93,10000,58.503
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
桃园很清爽的两房装修，希望一家人在入住，看房方便！,2室1厅,61,4500,73.77
秋意正浓，房东自住装修，干净清爽,3室1厅,75.85,6000,79.103
闲庭院落小憩，春风十里不如你~,1室1厅,35,3000,85.714
金田花园 2室2厅 5000元,2室2厅,69,5000,72.464
地理位置优越，环境优美，好环境总会给人带来好心情。,2室1厅,52,3800,73.077
房东诚心出租，希望找个有缘租客,2室1厅,43,3600,83.721
黄龙世纪苑 2室1厅 7500元,2室1厅,90,7500,83.333
万科星空 3室2厅 5500元,3室2厅,89,5500,61.798
嘉南公寓影池居 3室2厅 6500元,3室2厅,112,6500,58.036
华门自由21世纪 2室1厅 4000元,2室1厅,51,4000,78.431
乾成园 3室1厅 4500元,3室1厅,79.51,4500,56.597
融创河滨之城 4室2厅 7000元,4室2厅,118,7000,59.322
西溪晴雪 两室 清爽户型拎包入住  温馨舒适,2室1厅,68,4000,58.824
南都德迦西区 3室2厅 12000元,3室2厅,149.68,12000,80.171
古荡新村 清爽两房 家电齐全 随时看房 可议价,2室1厅,53.41,4200,78.637
世贸丽晶城 2室1厅 7500元,2室1厅,81.46,7500,92.07
西溪蝶园一期，西溪银泰旁，拎包入住，带地暖带车位,4室2厅,186.06,14500,77.932
绿城物业 近银泰城 可拎包入住,3室2厅,89,7500,84.27
想要眺望美美的远方吗？生活就在这里,3室1厅,68.2,5500,80.645
精装2房，诚心出租............,2室2厅,89,6000,67.416
万科物业，距离西溪800米，周 边出行方便，大4房,4室2厅,195.64,16000,81.783
春风十里不如你，温暖的家只差一个你,2室1厅,52.5,3900,74.286
西溪蝶园二期 1室1厅 5300元,1室1厅,68.9,5300,76.923
金海公寓 2室1厅 3300元,2室1厅,60,3300,55.0
黄龙世纪苑 2室2厅 6800元,2室2厅,89,6800,76.404
像风走了八万里，我在这等你入住,2室1厅,48.86,3600,73.68
文一路60号 2室1厅 3900元,2室1厅,50,3900,78.0
绿城丁香公寓 1室1厅 6300元,1室1厅,70.67,6300,89.147
梅苑阁小区 3室1厅 5000元,3室1厅,91.14,5000,54.861
中海西溪华府，西溪首座西溪银泰旁，生活便利,2室1厅,88.86,5000,56.268
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
赞成岭上花苑 5室1厅 7500元,5室1厅,229.07,7500,32.741
庆丰新村 1室1厅 3000元,1室1厅,45,3000,66.667
紫金庭园    风景优美     视野开阔,2室2厅,107,6000,56.075
翠苑二区北区 2室1厅 3800元,2室1厅,61,3800,62.295
申瑞国际金座 3室2厅 6500元,3室2厅,140,6500,46.429
九莲新村 1室1厅 3200元,1室1厅,38.96,3200,82.136
城北商贸园 2室1厅 3800元,2室1厅,75,3800,50.667
精装公寓，诚心出租............,1室1厅,44,2800,63.636
像风走了八万里，我在这等你入住,2室1厅,50.18,4000,79.713
融创河滨之城 西溪银泰旁 家电齐全 拎包入住,3室2厅,89,6300,70.787
城市芯宇精装单身公寓，诚心出租。,1室1厅,53.09,5100,96.063
西溪晴雪 3室2厅 5200元,3室2厅,90,5200,57.778
复地黄龙和山 1室1厅 3300元,1室1厅,47,3300,70.213
万科精装修 万科物业 家具家电齐全 拎包入住,3室2厅,89,7000,78.652
古荡新村西区 2室0厅 3600元,2室0厅,50,3600,72.0
地铁边，行知旁，清爽两房，陪读的家长看过来。,2室1厅,62.99,4200,66.677
学院路59号 2室1厅 4300元,2室1厅,65,4300,66.154
翠苑五区 电梯房 装修清爽 采光充足 期待您的入住,3室1厅,105.26,5700,54.152
绿城兰桂花园 3室2厅 8000元,3室2厅,133,8000,60.15
留博楼 2室1厅 5000元,2室1厅,72.96,5000,68.531
确认过眼神 遇见对的人 九莲自住精装2房静待有缘人,3室1厅,75,5200,69.333
广宇西城年华 2室1厅 4200元,2室1厅,65.37,4200,64.25
河滨简装房源 近学军中 学 阿里巴巴 浙大 西溪银泰,3室2厅,88.63,5600,63.184
良户家苑 2室1厅 3600元,2室1厅,90,3600,40.0
枫华府第 1室1厅 5500元,1室1厅,58,5500,94.828
汇丰公寓 2室2厅 5600元,2室2厅,85,5600,65.882
星洲花园三居室，家电齐全拎包入住,3室1厅,117,6000,51.282
黄龙世纪苑 3室1厅 8500元,3室1厅,120,8500,70.833
朗郡庭园 2室1厅 3500元,2室1厅,89,3500,39.326
坤和西溪里璞园 3室2厅 7900元,3室2厅,138.24,7900,57.147
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
融创河滨之城 4室1厅 5800元,4室1厅,89,5800,65.169
沈塘桥地铁站精致两房，在这里召唤你,2室1厅,63,5000,79.365
墩莳家园 2室1厅 3300元,2室1厅,63,3300,52.381
桂花城 3室1厅 7500元,3室1厅,132.55,7500,56.582
古荡新村西区 2室1厅 5200元,2室1厅,76,5200,68.421
中海西溪华府 2室1厅 4000元,2室1厅,75,4000,53.333
地铁边，简单装修，可以长租，价格实惠,2室1厅,50,3600,72.0
九莲新村 2室1厅 4000元,2室1厅,76,4000,52.632
近学军中 学 阿里巴巴 浙大 西溪银泰,3室2厅,89.4,5800,64.877
金地迷你小金铺，30多方，在不来就没有了,1室1厅,28.36,3000,105.783
圣苑小区 2室1厅 5200元,2室1厅,90,5200,57.778
政苑小区 3室1厅 6000元,3室1厅,119,6000,50.42
无论何时，这里都有个温暖的港湾供你停泊,3室1厅,60.08,5300,88.216
松木场河东 武林门 精装2室 近西湖,2室1厅,50.63,4700,92.83
像风走了八万里，我在这等你入住,3室1厅,74.87,4700,62.775
金地自在城乐活湾小两房，跃层，随时入住，随时看房!,2室1厅,79.39,4200,52.903
文亭公寓，自住小两房，精装修，让心有处可依,2室1厅,54,4600,85.185
之江富城 2室1厅 3500元,2室1厅,56.4,3500,62.057
华星路，支付宝自住三房，南北通透，生活舒适，自住,3室1厅,81,6200,76.543
总有一处空间让人忘性的舒展自己~,3室1厅,72.06,4600,63.836
古荡新村西区 3室1厅 4700元,3室1厅,74.52,4700,63.07
西荡苑梨苑 3室1厅 6300元,3室1厅,90,6300,70.0
中海定山府 2室2厅 4300元,2室2厅,89,4300,48.315
天目山路3号 3室1厅 6800元,3室1厅,89,6800,76.404
兰庭国际清爽一房，给您一个温馨的小窝,1室1厅,46.87,5200,110.945
同人精华 1室1厅 4000元,1室1厅,51.09,4000,78.293
融创瑷骊山 2室1厅 4500元,2室1厅,79.6,4500,56.533
古荡新村西区两室，价格实惠....,2室0厅,36.37,3200,87.985
浙江工业大学之江校区宿舍 2室1厅 3000元,2室1厅,60,3000,50.0
求是里精装大三室，看房方便，户型方正,3室2厅,125,6000,48.0
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
横桥沈合苑 3室2厅 4500元,3室2厅,100,4500,45.0
华门自由21世纪 2室1厅 4000元,2室1厅,51,4000,78.431
乾成园 3室1厅 4500元,3室1厅,79.51,4500,56.597
融创河滨之城 4室2厅 7000元,4室2厅,118,7000,59.322
西溪晴雪 两室 清爽户型拎包入住  温馨舒适,2室1厅,68,4000,58.824
南都德迦西区 3室2厅 12000元,3室2厅,149.68,12000,80.171
古荡新村 清爽两房 家电齐全 随时看房 可议价,2室1厅,53.41,4200,78.637
梅苑阁小区 3室1厅 5000元,3室1厅,91.14,5000,54.861
中海西溪华府，西溪首座西溪银泰旁，生活便利,2室1厅,88.86,5000,56.268
想要眺望美美的远方吗？生活就在这里,3室1厅,68.2,5500,80.645
精装2房，诚心出租............,2室2厅,89,6000,67.416
万科物业，距离西溪800米，周 边出行方便，大4房,4室2厅,195.64,16000,81.783
春风十里不如你，温暖的家只差一个你,2室1厅,52.5,3900,74.286
西溪蝶园二期 1室1厅 5300元,1室1厅,68.9,5300,76.923
金地自在城 1室1厅 3300元,1室1厅,48.7,3300,67.762
近西溪银泰 西溪谷 西溪首座 房东自住精装修,3室2厅,89,9000,101.124
聚丰公寓 2室0厅 4600元,2室0厅,60,4600,76.667
龙湖水晶郦城 4室0厅 4500元,4室0厅,89,4500,50.562
黄龙雅苑，一室精装，朝南户型。,1室1厅,38.64,4600,119.048
融创瑷骊山 2室1厅 4800元,2室1厅,89,4800,53.933
内部家具没有，可自带也可和房东谈，适合一家人居住,1室1厅,44.32,3000,67.69
湖畔花园清爽装修，看房方便！！！！1,3室2厅,133.02,6800,51.12
华星路12号 2室1厅 4500元,2室1厅,67.07,4500,67.094
翠苑三区 3室1厅 4000元,3室1厅,67,4000,59.701
康乐新村，业主自住精装修的。一家人居住最为方便。,2室2厅,57.4,4500,78.397
坤和西溪里西溪银泰旁，随时看房，绿城物业，拎包入住,3室1厅,137.21,7000,51.017
嘉南公寓影池居 3室2厅 6500元,3室2厅,112,6500,58.036
钱江之江新天地 3室1厅 4500元,3室1厅,76,4500,59.211
兴财名都苑 4室2厅 9000元,4室2厅,164.07,9000,54.855
紫金西苑 3室1厅 5500元,3室1厅,103,5500,53.398
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
黄龙雅苑，一室精装，朝南户型。,1室1厅,38.64,4600,119.048
融创瑷骊山 2室1厅 4800元,2室1厅,89,4800,53.933
内部家具没有，可自带也可和房东谈，适合一家人居住,1室1厅,44.32,3000,67.69
湖畔花园清爽装修，看房方便！！！！1,3室2厅,133.02,6800,51.12
华星路12号 2室1厅 4500元,2室1厅,67.07,4500,67.094
翠苑三区 3室1厅 4000元,3室1厅,67,4000,59.701
康乐新村，业主自住精装修的。一家人居住最为方便。,2室2厅,57.4,4500,78.397
坤和西溪里西溪银泰旁，随时看房，绿城物业，拎包入住,3室1厅,137.21,7000,51.017
梅苑阁小区 3室1厅 5000元,3室1厅,91.14,5000,54.861
中海西溪华府，西溪首座西溪银泰旁，生活便利,2室1厅,88.86,5000,56.268
想要眺望美美的远方吗？生活就在这里,3室1厅,68.2,5500,80.645
精装2房，诚心出租............,2室2厅,89,6000,67.416
万科物业，距离西溪800米，周 边出行方便，大4房,4室2厅,195.64,16000,81.783
春风十里不如你，温暖的家只差一个你,2室1厅,52.5,3900,74.286
西溪蝶园二期 1室1厅 5300元,1室1厅,68.9,5300,76.923
翠苑二区 2室0厅 3950元,2室0厅,50,3950,79.0
闲庭院落小憩，春风十里不如你~,3室1厅,65.31,4500,68.902
简单清爽装修 可注册公司适用于办公 纯边套朝南采光佳,1室1厅,65.01,5800,89.217
自住清爽一居室，房东诚心出租，干净清爽,1室1厅,45,3500,77.778
友谊新村 1室1厅 3400元,1室1厅,42,3400,80.952
黄龙世纪苑 2室2厅 6800元,2室2厅,89,6800,76.404
像风走了八万里，我在这等你入住,2室1厅,48.86,3600,73.68
文一路60号 2室1厅 3900元,2室1厅,50,3900,78.0
绿城丁香公寓 1室1厅 6300元,1室1厅,70.67,6300,89.147
西溪板块房东自住房源 近阿里巴巴 西溪首座西溪银泰城,5室2厅,170.93,10000,58.503
桃园很清爽的两房装修，希望一家人在入住，看房方便！,2室1厅,61,4500,73.77
西溪蝶园一期  三室  拎包入住,3室2厅,89,6500,73.034
王家弄 3室1厅 5600元,3室1厅,64,5600,87.5
文鼎苑南北通透2居室 精装修拎包入住,2室1厅,87.91,6500,73.939
简装大三房，业主诚心出租，闹中取静,3室2厅,130.5,7000,53.64
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
富丽苑 3室2厅 5800元,3室2厅,108.73,5800,53.343
世贸丽晶城 2室1厅 7500元,2室1厅,81.46,7500,92.07
西溪蝶园一期，西溪银泰旁，拎包入住，带地暖带车位,4室2厅,186.06,14500,77.932
绿城物业 近银泰城 可拎包入住,3室2厅,89,7500,84.27
西溪板块精装3房 近阿里巴巴 西溪首座 西溪银泰城,3室2厅,137.21,6500,47.373
西荡苑两室出租，中等装修！！！,2室1厅,62,4800,77.419
都市阳光嘉苑 2室1厅 3500元,2室1厅,63,3500,55.556
"格局方正,双南设计,全明通透,优雅气派彰显无疑",2室2厅,88.34,10000,113.199
耀江文鼎苑 2室2厅 6600元,2室2厅,87.71,6600,75.248
翠苑三区 3室1厅 5000元,3室1厅,67,5000,74.627
马塍路精致两房，配套成熟，就差一个你了,2室1厅,60,4700,78.333
金海公寓 2室1厅 3300元,2室1厅,60,3300,55.0
秋意正浓，房东自住装修，干净清爽,3室1厅,75.85,6000,79.103
闲庭院落小憩，春风十里不如你~,1室1厅,35,3000,85.714
金田花园 2室2厅 5000元,2室2厅,69,5000,72.464
地理位置优越，环境优美，好环境总会给人带来好心情。,2室1厅,52,3800,73.077
房东诚心出租，希望找个有缘租客,2室1厅,43,3600,83.721
黄龙世纪苑 2室1厅 7500元,2室1厅,90,7500,83.333
泊林漫谷 1室1厅 3000元,1室1厅,90,3000,33.333
庆丰新村 2室1厅 4600元,2室1厅,53,4600,86.792
融创河滨之城 3室2厅 6500元,3室2厅,89,6500,73.034
云溪香山 2室1厅 5000元,2室1厅,95.64,5000,52.279
好房  好房  精装        大三房,3室2厅,147,6000,40.816
近阿里巴巴 西溪银泰 精装2房 带地暖 生活便利,2室2厅,88.23,6200,70.271
聚丰公寓 1室0厅 3300元,1室0厅,40,3300,82.5
飞机户型等大三房自住精装修，诚招居家客户！,3室1厅,76,5400,71.053
带车位带车位！西溪蝶园一期精装大4房3卫，西溪银泰旁,4室2厅,190,13000,68.421
排屋                                          好房,5室3厅,220,9000,40.909
胜利新村 2室1厅 4200元,2室1厅,60,4200,70.0
聚丰公寓 3室2厅 7000元,3室2厅,123,7000,56.911
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
坤和和家园 3室1厅 4200元,3室1厅,88,4200,47.727
东边套 朝南的两室 这个价格 这样的房子 你不心动吗,2室1厅,56,4100,73.214
文二路57号 2房朝南 房东自住装修,2室1厅,51.49,4200,81.569
聚丰公寓 3室2厅 7000元,3室2厅,123,7000,56.911
工商大学，文一街，清爽三房 随时看房,3室1厅,69.74,4500,64.525
两房价格住三房 价格便宜 楼层好,3室1厅,60,4200,70.0
金街美地 2室1厅 4500元,2室1厅,45,4500,100.0
泊林漫谷 1室1厅 3000元,1室1厅,90,3000,33.333
庆丰新村 2室1厅 4600元,2室1厅,53,4600,86.792
绿城兰桂花园 3室2厅 8000元,3室2厅,133,8000,60.15
留博楼 2室1厅 5000元,2室1厅,72.96,5000,68.531
确认过眼神 遇见对的人 九莲自住精装2房静待有缘人,3室1厅,75,5200,69.333
广宇西城年华 2室1厅 4200元,2室1厅,65.37,4200,64.25
星洲花园格兰馨庐新上精装电梯房三房两厅两卫诚心出租,3室2厅,138,8000,57.971
别墅小区，独有户型值得拥有，看房有钥匙,2室1厅,62.79,4000,63.704
文萃苑，自主三房出租，户型通透，适合一家人住,3室2厅,132.86,8000,60.214
西溪河东简装2室 中间楼层 随时看房,2室1厅,50,4000,80.0
良户家苑 2室1厅 3600元,2室1厅,90,3600,40.0
枫华府第 1室1厅 5500元,1室1厅,58,5500,94.828
汇丰公寓 2室2厅 5600元,2室2厅,85,5600,65.882
星洲花园三居室，家电齐全拎包入住,3室1厅,117,6000,51.282
黄龙世纪苑 3室1厅 8500元,3室1厅,120,8500,70.833
朗郡庭园 2室1厅 3500元,2室1厅,89,3500,39.326
坤和西溪里璞园 3室2厅 7900元,3室2厅,138.24,7900,57.147
融创河滨之城 4室1厅 5800元,4室1厅,89,5800,65.169
沈塘桥地铁站精致两房，在这里召唤你,2室1厅,63,5000,79.365
墩莳家园 2室1厅 3300元,2室1厅,63,3300,52.381
府新花园东区 2室1厅 5400元,2室1厅,83,5400,65.06
金地自在城东苑3房，地铁口800米，婚房配置！,3室2厅,89,5000,56.18
金祝新村 西湖边保俶路 保小 省府 黄龙 嘉华世贸,3室1厅,69.6,6000,86.207
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
万科星空 4室2厅 7500元,4室2厅,126,7500,59.524
城北商贸园 2室1厅 3700元,2室1厅,69.59,3700,53.169
嘉绿文苑 2室1厅 5000元,2室1厅,77.78,5000,64.284
星洲花园白沙佛庭精装排屋，品质生活,4室2厅,182,13500,74.176
短租神房 拎包入住 温暖的家只差一个你,3室1厅,71.99,5000,69.454
杭州公馆，带地暖，自住精装两房出租，看房方便,2室2厅,71.18,7500,105.367
冠苑小区 3室2厅 6500元,3室2厅,107.66,6500,60.375
山涧苑 3室2厅 4000元,3室2厅,113.31,4000,35.301
房东诚心出租，房东希望找个爱护房子的诚心客户,3室1厅,96,5300,55.208
白荡海社区 2室1厅 3500元,2室1厅,51,3500,68.627
政苑小区 3室2厅 6800元,3室2厅,111.98,6800,60.725
聚丰公寓 2室1厅 6000元,2室1厅,70,6000,85.714
耀江文欣大厦 2室2厅 6770元,2室2厅,80.85,6770,83.735
十三中，陪读神房，家长能做的就是让孩子多睡一会,3室1厅,156.43,7000,44.748
万科星空 3室2厅 7500元,3室2厅,112,7500,66.964
中天之江诚品 3室2厅 3000元,3室2厅,89,3000,33.708
实用3房，万科物业，距离西溪800米，周 边出行方便,3室2厅,89,5200,58.427
松木场河东 1室1厅 4500元,1室1厅,43,4500,104.651
黄龙雅苑 1室1厅 5000元,1室1厅,63,5000,79.365
精装三房，家具家电设施齐全，给你一份温馨的家,3室1厅,89,7500,84.27
绿园 3室2厅 15000元,3室2厅,152,15000,98.684
西溪路536号 1室2厅 3500元,1室2厅,50,3500,70.0
万科西庐唯一一套在租的四叠院 近阿里巴巴  西溪首座,4室2厅,122.04,11000,90.134
纵有广厦万间，日有三餐，夜可一宿，便是最适合你的！,2室1厅,53.29,4000,75.061
新世纪花苑 3室1厅 4500元,3室1厅,99.09,4500,45.413
业主诚心出租，两房朝南一房北，南北通透，阳光充足,3室1厅,75,7000,93.333
乾成园 2室1厅 3500元,2室1厅,62,3500,56.452
西溪蝶园精装修一室，西溪银泰旁，万科物业，拎包入住,1室0厅,52.71,4300,81.578
西湖景区房，清爽一室，中间楼层,1室1厅,46.1,4200,91.106
融创河滨之城 3室2厅 8000元,3室2厅,89,8000,89.888
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
武林花园 2室1厅 4600元,2室1厅,65.62,4600,70.101
河滨简装房源 近学军中 学 阿里巴巴 浙大 西溪银泰,3室2厅,88.63,5600,63.184
桃园新村 2室1厅 3500元,2室1厅,45,3500,77.778
金祝大两房，清爽装修，已经重新整理过，看房提前联系,2室1厅,56.29,4000,71.061
保小旁边清爽装修大两房，没有味道，随时看房！！！！,2室1厅,68.5,5200,75.912
保俶路 1室1厅 3500元,1室1厅,47,3500,74.468
嘉禾花苑 1室1厅 2400元,1室1厅,35,2400,68.571
湖畔花园清爽装修，看房方便！！！！1,3室2厅,133.02,6800,51.12
华星路12号 2室1厅 4500元,2室1厅,67.07,4500,67.094
翠苑三区 3室1厅 4000元,3室1厅,67,4000,59.701
康乐新村，业主自住精装修的。一家人居住最为方便。,2室2厅,57.4,4500,78.397
坤和西溪里西溪银泰旁，随时看房，绿城物业，拎包入住,3室1厅,137.21,7000,51.017
翠苑五区 电梯房 装修清爽 采光充足 期待您的入住,3室1厅,105.26,5700,54.152
宝石新村 1室1厅 4500元,1室1厅,50,4500,90.0
圣苑小区 3室2厅 7000元,3室2厅,125,7000,56.0
文二新村 标准三室 南北通透 拎包入住,3室1厅,60.19,4500,74.763
初次出租，精致装修带地暖，选择这套房不会后悔！,3室2厅,140,9000,64.286
高大上写字楼！带电梯，可办公可注册公司！,3室2厅,123.72,10000,80.828
保俶北路82号 1室1厅 3000元,1室1厅,37,3000,81.081
雨天，晴天，最美的适合你在一起的那天！古荡等你,2室1厅,56,4200,75.0
云溪香山 2室2厅 4000元,2室2厅,95.64,4000,41.824
朗郡庭园 4室2厅 5000元,4室2厅,155.78,5000,32.097
整租  曙光新村 黄龙体育馆  精装修两房 看房有钥匙,2室1厅,52.8,7500,142.045
翠苑一区 2室1厅 3600元,2室1厅,50,3600,72.0
融信杭州公馆5居室 03卧,5室1厅,8.9,1790,201.124
高品质的房子，旁边是西溪银泰城.地铁口（在建）,4室2厅,204,22000,107.843
金祝新村 2室1厅 4200元,2室1厅,56,4200,75.0
白荡海社区 2室1厅 4000元,2室1厅,68,4000,58.824
湖畔花园排屋诚心出租，可办公！,4室3厅,160,15000,93.75
莫干山路361号 2室1厅 3900元,2室1厅,76,3900,51.316
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
赞成岭上花苑 5室2厅 8800元,5室2厅,254.47,8800,34.582
诚心出租 个性毛坯 坤和和家园 交通便利安全舒适,2室1厅,88.71,4500,50.727
西溪河东  3房  精装修  适合一家人住,3室1厅,71.28,6500,91.19
泊林漫谷 3室2厅 2800元,3室2厅,136,2800,20.588
融创瑷骊山 2室1厅 3800元,2室1厅,74.55,3800,50.973
融创瑷骊山 4室2厅 10000元,4室2厅,225.75,10000,44.297
同人精华 1室1厅 3500元,1室1厅,33,3500,106.061
金田花园家具家电齐全拎包入住！业主自住，刚搬新房！,2室2厅,69.6,4000,57.471
之江家园三区 5室2厅 5000元,5室2厅,120,5000,41.667
金成花园 2室1厅 3900元,2室1厅,52,3900,75.0
西溪河下78号 2室1厅 4500元,2室1厅,73.02,4500,61.627
桂花城 3室2厅 9500元,3室2厅,138,9500,68.841
紫桂花园 3室2厅 12000元,3室2厅,159,12000,75.472
望月公寓 3室1厅 4500元,3室1厅,85,4500,52.941
诚心出租，朝南光照充足，精装修 近阿里巴巴,3室2厅,89.11,5800,65.088
邮电新村 2室1厅 4000元,2室1厅,51,4000,78.431
紫金庭园 3室2厅 6700元,3室2厅,127,6700,52.756
绿城物业 近银泰城 可拎包入住,3室1厅,89,5500,61.798
金都城市芯宇，跃层两房，诚心出租。,2室1厅,91.03,7500,82.39
金都城市芯宇 LOFT结构两房，清爽宜人,2室1厅,89.15,7200,80.763
融创河滨之城 3室2厅 6500元,3室2厅,89,6500,73.034
保俶路 2室1厅 5000元,2室1厅,70,5000,71.429
文三路54号 2室1厅 4000元,2室1厅,46.9,4000,85.288
西溪蝶园精装修一室，西溪银泰旁，万科物业，拎包入住,1室0厅,52.85,4500,85.147
链家房源 世贸丽晶城公寓 高楼层 交通便捷,1室1厅,56.27,5800,103.074
都市水乡水秀苑 2室2厅 4000元,2室2厅,90,4000,44.444
链家房源枫华府第精装三居室中间楼幢户型好,3室2厅,131.2,10000,76.22
政苑小区 3室2厅 5600元,3室2厅,111.96,5600,50.018
两房中装家具家电齐全拎包入住！,2室2厅,68.11,4000,58.729
电梯房，南北通透，采光好，带小花园,3室2厅,138.91,5000,35.995
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
诚心出租 个性毛坯 坤和和家园 交通便利安全舒适,2室1厅,88.71,4500,50.727
西溪河东  3房  精装修  适合一家人住,3室1厅,71.28,6500,91.19
泊林漫谷 3室2厅 2800元,3室2厅,136,2800,20.588
两室大房  干净整洁  拎包入住,2室1厅,60,5200,86.667
精装自住，看房提前预约。房东诚心。,3室2厅,127.03,8000,62.977
留博楼 2室1厅 5000元,2室1厅,65,5000,76.923
枫丹白露 5室3厅 8000元,5室3厅,203.59,8000,39.295
爱尚里 3室2厅 4200元,3室2厅,55,4200,76.364
天阳云筑 3室2厅 5000元,3室2厅,89,5000,56.18
留博楼 2室1厅 5200元,2室1厅,73,5200,71.233
一家人看过来。精装好房 大一居室,1室2厅,65,3500,53.846
新星小区 2室1厅 3000元,2室1厅,52.6,3000,57.034
中大文锦苑房源出租，房东诚心租,3室2厅,117,10000,85.47
龙湖水晶郦城 2室2厅 4000元,2室2厅,89,4000,44.944
中海紫藤苑 2室2厅 4700元,2室2厅,89,4700,52.809
爱尚里 3室2厅 4500元,3室2厅,60,4500,75.0
三 房 适合                                 一家人,3室2厅,99.8,4800,48.096
中海紫藤苑大3房，仅此一套，空房！空房！,4室1厅,137.13,5500,40.108
新星小区 3室1厅 3800元,3室1厅,73,3800,52.055
新星3房 适合                             一家人,3室1厅,74.89,3600,48.071
文新站，嘉南公寓三房两厅两卫，大阳台,3室2厅,107,6800,63.551
金祝新村 2室1厅 5000元,2室1厅,58,5000,86.207
醒来百鸟鸣，推窗四季入。 期待知音人，待之如家人,3室1厅,101.67,6500,63.932
曙光路三弄 2室1厅 4600元,2室1厅,53.5,4600,85.981
浙江工业大学之江校区宿舍 2室1厅 3000元,2室1厅,58.86,3000,50.968
云溪香山 5室1厅 6000元,5室1厅,168.07,6000,35.699
朗郡庭园 4室2厅 5500元,4室2厅,191.23,5500,28.761
绿城之江1号 3室2厅 4700元,3室2厅,110.74,4700,42.442
教工路131房东自住精装两房，寻找有缘人,2室1厅,56.56,4300,76.025
金厦公寓 4室2厅 10000元,4室2厅,221.3,10000,45.188
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
阿里巴巴文一西路海创园未来科技城万科星空住宅出租！,4室2厅,138,8000,57.971
链家房源枫华府第精装一居室高楼层采光好,1室1厅,58.32,5500,94.307
文鼎苑精装大三房 适合朋友合租或一家人,3室1厅,130,7800,60.0
翠苑一区 1室1厅 3200元,1室1厅,41,3200,78.049
干净清爽优选房，地铁房，生活便利房。,2室1厅,50.72,4500,88.722
松木场河西   送牧场河东   保俶小区   黄龙体育中场,1室1厅,42,3800,90.476
嘉绿西苑地铁口精装两室出租，小区环境优美，闹中取静,2室1厅,77.12,4500,58.351
莲花新村西区 3室2厅 6200元,3室2厅,72,6200,86.111
阿里巴巴文一西路海创园未来科技城万科星空住宅出租！,3室2厅,89,5800,65.169
西溪蝶园一期，西溪银泰旁，万科物业，拎包入住,4室1厅,196,13000,66.327
金地自在城东苑大四房，地铁口房源，客厅带阳台！,4室2厅,149,8000,53.691
金源公寓 3室1厅 4000元,3室1厅,78,4000,51.282
梧桐燕庐 4室1厅 5800元,4室1厅,120,5800,48.333
高教新村 3室1厅 4700元,3室1厅,75,4700,62.667
西湖区 南北通透 全明户型，家具家电齐全,3室1厅,84,3800,45.238
房东诚心出租，家具家电齐全，交通便利，拎包入住。,3室2厅,123,6800,55.285
房东诚心出租，家具家电齐全，交通便利，拎包入住。,3室2厅,115,6600,57.391
新星小区 2室1厅 3500元,2室1厅,63.3,3500,55.292
康乐新村，业主自住的。一家人居住最为方便。采光好。,3室1厅,82.61,4500,54.473
此小区在文三西路古墩路交叉口，交通方便，,2室1厅,54,4700,87.037
都市阳光嘉苑 2室1厅 2100元,2室1厅,63,2100,33.333
嘉绿西苑 2室2厅 5000元,2室2厅,89,5000,56.18
新星小区 2室2厅 2800元,2室2厅,49.92,2800,56.09
精装两房，家具家电设施齐全，给你一份温馨的家,2室1厅,75.88,4400,57.986
星洲花园一居室，家具家电齐全拎包入住,1室1厅,51,3800,74.51
莫干山路79号 2室1厅 4500元,2室1厅,80,4500,56.25
中海西溪华府，西溪首座西溪银泰旁，生活便利,3室1厅,87.77,5200,59.246
新星小区 2室1厅 4000元,2室1厅,73.6,4000,54.348
明月公寓自住装修。很温暖的居家三房。,3室2厅,79.57,4800,60.324
适合居住的两房，有钥匙看房方便,2室2厅,80,3500,43.75
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
嘉绿景苑精装两室干净温馨户型正气南北通透出行方便,2室2厅,95.73,5500,57.453
装单身公寓，随时看房，可注册办公，可住人,1室0厅,38,3500,92.105
银马公寓精装三房，不沿街，房东诚心出租,3室2厅,168,14000,83.333
耀江文鼎苑 2室1厅 5700元,2室1厅,89,5700,64.045
黄龙雅苑 1室1厅 4600元,1室1厅,45,4600,102.222
新星小区 2室2厅 3800元,2室2厅,75,3800,50.667
