标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
舒适两房，简装温馨，居住优选。,2室1厅,56,3500,62.5
绍兴新村 2室1厅 3200元,2室1厅,52,3200,61.538
方正荷塘月色 3室2厅 6200元,3室2厅,89,6200,69.663
这个价格房东包物业费和网络费呦,1室2厅,53.22,4300,80.797
吉兴公寓 2室1厅 4000元,2室1厅,51,4000,78.431
中国铁建国际汇 1室1厅 2600元,1室1厅,48,2600,54.167
链家好房源，如你所见，两房精装修，地段好，楼层好！,2室1厅,67.14,3800,56.598
大关西四苑 2室1厅 3350元,2室1厅,66.17,3350,50.627
大塘新村 1室0厅 3500元,1室0厅,35,3500,100.0
南北通透 居家之选 户型正气 装修清爽,2室1厅,73.7,3800,51.56
大关南七苑 3室1厅 4500元,3室1厅,78,4500,57.692
两房朝南清爽装修两居室，诚心出租,2室1厅,68.53,3500,51.073
万家花城 低价格好房出租 20万精装修标准 看房提前约,3室2厅,89,5300,59.551
大关南七苑 2室1厅 3700元,2室1厅,59.93,3700,61.739
大浒东苑 1室1厅 3100元,1室1厅,43,3100,72.093
景上公寓全明东边套还带两个独立卫生间,3室2厅,102.09,6300,61.71
富越香郡盈座 1室1厅 2900元,1室1厅,38.39,2900,75.541
绿城运河宸园 3室2厅 10600元,3室2厅,90,10600,117.778
近绿地乐缇港，通透强，采光好。可同事合租,3室2厅,123.38,6500,52.683
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
左家新村 2室1厅 4800元,2室1厅,62,4800,77.419
都景公寓 2室1厅 5200元,2室1厅,74,5200,70.27
假山新村 两室朝南 楼层佳 环境好 停车方便 随时看房,2室2厅,79.28,5500,69.374
和睦南苑 3室1厅 4300元,3室1厅,80,4300,53.75
桃源居小户型，简装修，诚心出租,2室1厅,65,3000,46.154
中天西城纪 2室1厅 4600元,2室1厅,45,4600,102.222
蚕花园永和坊 3室1厅 5000元,3室1厅,97.74,5000,51.156
名城燕园 7室3厅 34000元,7室3厅,460,34000,73.913
香兰名院 3室1厅 5500元,3室1厅,75,5500,73.333
香兰名院 3室1厅 5500元,3室1厅,75,5500,73.333
贾家弄新村 2室1厅 3500元,2室1厅,50,3500,70.0
锦绣文澜阁 2室2厅 4200元,2室2厅,77.77,4200,54.005
和新南苑 2室1厅 4500元,2室1厅,61.11,4500,73.638
凯德视界 1室2厅 4800元,1室2厅,71.79,4800,66.862
渡驾新村 2室2厅 3600元,2室2厅,85,3600,42.353
阳光郡 2室1厅 4300元,2室1厅,70,4300,61.429
明真宫 2室1厅 3700元,2室1厅,55,3700,67.273
小河路295号 2室1厅 3600元,2室1厅,52.06,3600,69.151
3000每月 家电家具全配 房东人好爽快 可季度付,2室1厅,70,3200,45.714
和睦新村 2室1厅 3800元,2室1厅,60.95,3800,62.346
大关东七苑 2室1厅 3500元,2室1厅,66.7,3500,52.474
昆仑橡树园 1室2厅 4800元,1室2厅,61,4800,78.689
南北西岸 2室1厅 4500元,2室1厅,78.75,4500,57.143
交通便利 小区环境干净舒适 适合居住,2室1厅,88.35,4500,50.934
景致公寓 3室1厅 4800元,3室1厅,84.26,4800,56.967
香兰名院 2室1厅 4500元,2室1厅,60,4500,75.0
广兴新村 2室1厅 3600元,2室1厅,62,3600,58.065
富越香郡盈座 1室1厅 3100元,1室1厅,38,3100,81.579
底价简装三房，房东急租，价格可刀，可合租,3室1厅,67.31,4200,62.398
德泰御峰大厦 1室1厅 3500元,1室1厅,40.3,3500,86.849
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
左家新村 2室1厅 4800元,2室1厅,80.34,4800,59.746
广兴新村 2室1厅 3600元,2室1厅,66.55,3600,54.095
好房子，可改成三房，适合一家人居住,3室0厅,43.21,4200,97.2
庆隆苑 2室1厅 4500元,2室1厅,78,4500,57.692
一清新村 3室2厅 5500元,3室2厅,101,5500,54.455
三塘人家 1室1厅 3200元,1室1厅,45,3200,71.111
杭钢北苑 2室1厅 3000元,2室1厅,72.7,3000,41.265
杭钢南苑 3室1厅 3200元,3室1厅,71.67,3200,44.649
金瑞城市风景 3室2厅 6500元,3室2厅,123,6500,52.846
雍荣华庭 3室2厅 7000元,3室2厅,89.69,7000,78.047
长乐北苑 2室1厅 4000元,2室1厅,80,4000,50.0
三房两卫，新出租，带车位，家具家电可以配齐,3室1厅,88.17,6600,74.855
清爽装修适合一家人居住！！！！,2室1厅,47.43,3500,73.793
精装两房带车位 城西银泰北面 交通方便 5号线地铁边,2室1厅,80,6500,81.25
和睦院大面积三房 商品房小区 交通便利  楼层好,2室1厅,44,4600,104.545
大关东六苑 2室1厅 3500元,2室1厅,63.36,3500,55.24
全天日照房，家具家电齐全，自住精装修,3室2厅,89,7500,84.27
大关东三苑 2室1厅 3600元,2室1厅,50.8,3600,70.866
大关东六苑 3室1厅 4500元,3室1厅,80,4500,56.25
吉如家园 2室1厅 3500元,2室1厅,63,3500,55.556
信义坊 2室1厅 4800元,2室1厅,76.69,4800,62.59
香兰名院 2室1厅 5000元,2室1厅,75,5000,66.667
大关东二苑 2室2厅 4300元,2室2厅,76,4300,56.579
香兰名院 2室1厅 4600元,2室1厅,72,4600,63.889
假山新村 2室1厅 4200元,2室1厅,60,4200,70.0
米市巷 2室1厅 3600元,2室1厅,52,3600,69.231
锦绣新村 1室1厅 3300元,1室1厅,39.61,3300,83.312
霞湾巷小区 1室1厅 3000元,1室1厅,34,3000,88.235
莫干新村 1室1厅 3600元,1室1厅,39.94,3600,90.135
阮家居 2室1厅 3700元,2室1厅,60,3700,61.667
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
融信学院府 2室2厅 4500元,2室2厅,76.7,4500,58.67
方家花苑 2室1厅 4200元,2室1厅,85,4200,49.412
天阳尚景国际 3室1厅 6000元,3室1厅,89,6000,67.416
天阳美林湾 3室2厅 5700元,3室2厅,122,5700,46.721
吉如家园 3室2厅 5500元,3室2厅,114,5500,48.246
九龙仓碧玺 3室2厅 5600元,3室2厅,88,5600,63.636
北城天地 2室1厅 3600元,2室1厅,100,3600,36.0
蚕花园永兴坊 1室1厅 2700元,1室1厅,50.35,2700,53.625
干净，舒适，清爽装修，给你一个家的感觉,1室1厅,48,2800,58.333
万家花城好房出租， 房东一对一签合同 服务有保障,3室2厅,88.52,5700,64.392
房子是房东两年前装修过的房子，自己在房子里做过隔音,2室1厅,53.53,4300,80.329
阳光郡 2室1厅 3700元,2室1厅,70,3700,52.857
云河大厦 1室1厅 2900元,1室1厅,34,2900,85.294
房东诚心出租杭钢南苑精装两室一厅,2室1厅,57.3,2800,48.866
阳光郡 2室1厅 3700元,2室1厅,70,3700,52.857
浙旅德信西宸 3室2厅 6200元,3室2厅,89.7,6200,69.119
东方福邸 1室1厅 5700元,1室1厅,65,5700,87.692
吉如家园 2室1厅 3500元,2室1厅,68,3500,51.471
蓝钻天成 4室2厅 8500元,4室2厅,71.53,8500,118.831
吉如家园 2室1厅 3600元,2室1厅,65,3600,55.385
万家花城好房出租， 房东一对一签合同 服务有保障,3室2厅,88.49,5200,58.764
大关南六苑 1室1厅 3000元,1室1厅,38.02,3000,78.906
雍荣华庭 3室2厅 4100元,3室2厅,89,4100,46.067
普金家园 2室1厅 4200元,2室1厅,87,4200,48.276
名城燕园 精装三房 拎包入住 诚心出租,3室1厅,89,5000,56.18
云河大厦 1室1厅 2800元,1室1厅,30,2800,93.333
沈塘桥19弄 3室2厅 5300元,3室2厅,75,5300,70.667
精装好房，强烈推荐，业主诚心出租,2室1厅,50,3500,70.0
万家花城新出三室，价格实惠，简单清爽，可长租,3室1厅,89.13,5000,56.098
融信学院府 3室2厅 5000元,3室2厅,78,5000,64.103
