标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
良渚文化村柳映坊二期 4室2厅 8500元,4室2厅,180,8500,47.222
华艺星座 2室2厅 2500元,2室2厅,80.5,2500,31.056
欧美金融城 2室1厅 3600元,2室1厅,50,3600,72.0
理想银泰城 1室1厅 1300元,1室1厅,20,1300,65.0
广厦天都城天月苑 8室0厅 4500元,8室0厅,263.26,4500,17.093
天阳棕榈湾一期 3室2厅 4200元,3室2厅,122.5,4200,34.286
华元欢乐城 1室1厅 2300元,1室1厅,43,2300,53.488
众安理想湾 2室2厅 2200元,2室2厅,80.49,2200,27.333
远顺大厦 1室1厅 1300元,1室1厅,47,1300,27.66
拥抱阿里 眺望未来 翡翠城西溪华东园精装3居室,3室2厅,139,5500,39.568
景瑞御华府3房2700包物业，满足外出拼搏游子们的港湾,3室1厅,86,2700,31.395
景瑞御华府 3室1厅 2500元,3室1厅,89,2500,28.09
西溪欢乐城 配套齐全 楼层好 精装修拎包入住,1室1厅,50,2500,50.0
天阳棕榈湾二期 3室2厅 4500元,3室2厅,128,4500,35.156
新月花园 3室2厅 2600元,3室2厅,116,2600,22.414
伊世纪城市花园一区 3室2厅 3500元,3室2厅,127,3500,27.559
广厦天都城天泉苑 3室2厅 2800元,3室2厅,130,2800,21.538
海联云客里 1室1厅 2050元,1室1厅,38.08,2050,53.834
美好桂花星城 1室1厅 2700元,1室1厅,76,2700,35.526
西溪蓝海 38方 一室一厅一厨一卫,1室1厅,38,3000,78.947
广厦天都城天漾 2室2厅 1450元,2室2厅,88,1450,16.477
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
爵士风情花园 3室2厅 3800元,3室2厅,135,3800,28.148
新城山语院 3室2厅 3300元,3室2厅,89,3300,37.079
绿城蓝庭西区 3室2厅 3500元,3室2厅,140,3500,25.0
欧美金融城 3室1厅 4500元,3室1厅,119,4500,37.815
岸上蓝山 2室2厅 3200元,2室2厅,89,3200,35.955
雅居乐国际花园 3室2厅 3500元,3室2厅,127,3500,27.559
闲林山水木兰苑 2室2厅 3200元,2室2厅,96.44,3200,33.181
邱山小区 3室1厅 1800元,3室1厅,65,1800,27.692
"阿里巴巴，西溪蓝海小区住宅，家具家电全配,布置温馨",2室1厅,37.64,3300,87.673
锦绣时代中心 1室1厅 2000元,1室1厅,47,2000,42.553
龙湖香醍溪岸 2室2厅 2300元,2室2厅,88,2300,26.136
绿城桃源小镇 3室1厅 3000元,3室1厅,83.93,3000,35.744
都市港湾 1室1厅 1350元,1室1厅,51,1350,26.471
星桥桂花城 2室2厅 2200元,2室2厅,86,2200,25.581
西溪蓝海 1室1厅 3100元,1室1厅,40,3100,77.5
西溪八方城 1室1厅 4300元,1室1厅,45,4300,95.556
西溪八方城 2室2厅 4500元,2室2厅,89,4500,50.562
合景天峻 3室2厅 4700元,3室2厅,89,4700,52.809
华元西溪欢乐城 2室1厅 3000元,2室1厅,52,3000,57.692
恒和依山郡 1室1厅 1300元,1室1厅,55.71,1300,23.335
未来科技城，文二西路，青枫墅园精装修3房。拎包入住,3室2厅,89.95,3300,36.687
西溪蓝海 1室1厅 3100元,1室1厅,40,3100,77.5
悦泽公寓 3室2厅 2500元,3室2厅,90,2500,27.778
西溪蓝海 2室2厅 4000元,2室2厅,80,4000,50.0
边套采光佳，通风好，装修精致进去就有家的感觉。,2室1厅,41,2350,57.317
西溪蓝海 3室1厅 4500元,3室1厅,89,4500,50.562
玉都枫景 3室2厅 4000元,3室2厅,88,4000,45.455
绿城莲园 3室1厅 4500元,3室1厅,120,4500,37.5
华城格之林花园 3室2厅 3200元,3室2厅,108.4,3200,29.52
爵士风情花园 4室2厅 5800元,4室2厅,198,5800,29.293
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
都市港湾 1室1厅 1600元,1室1厅,50.92,1600,31.422
景丽华庭 2室2厅 2000元,2室2厅,94,2000,21.277
顺达花苑西区 2室2厅 2700元,2室2厅,80.88,2700,33.383
豪波西溪润景 2室1厅 3600元,2室1厅,73,3600,49.315
盛世嘉园大三房诚心出租拎包入住,3室2厅,133,4200,31.579
中港罗兰小镇 4室2厅 2000元,4室2厅,115,2000,17.391
金都夏宫 3室2厅 2500元,3室2厅,89,2500,28.09
越秀星汇悦城 1室0厅 7500元,1室0厅,51.68,7500,145.124
绿城桃源小镇 5室2厅 10000元,5室2厅,307,10000,32.573
广厦天都城天漾 2室1厅 2000元,2室1厅,88,2000,22.727
绿城蓝庭西区 2室2厅 3500元,2室2厅,89,3500,39.326
华元欢乐城 2室1厅 3000元,2室1厅,35,3000,85.714
中装2居室 拎包入住 2016年装修的 您可放心入住,2室2厅,89,2500,28.09
金都夏宫 3室2厅 3000元,3室2厅,89,3000,33.708
赞成檀府 3室1厅 2800元,3室1厅,120,2800,23.333
翡翠城 2室2厅 4200元,2室2厅,89,4200,47.191
新城西溪逸境 3室1厅 5500元,3室1厅,70,5500,78.571
野风启城 3室2厅 2300元,3室2厅,87.6,2300,26.256
爵士风情精装大3房，家具家电齐全，大阳台，采光好。,3室2厅,109,3700,33.945
翡翠城西南区2房，南北通透，拎包入住，随时可看,2室1厅,88.58,5000,56.446
美莱国际中心写字楼 2室2厅 3800元,2室2厅,48.44,3800,78.448
美好桂花金座 3室2厅 3500元,3室2厅,89.64,3500,39.045
恒和依山郡 2室2厅 2000元,2室2厅,83.5,2000,23.952
星运丽园 1室1厅 2000元,1室1厅,50.64,2000,39.494
星运丽园 1室1厅 2000元,1室1厅,37,2000,54.054
临城花苑 5室2厅 4700元,5室2厅,137,4700,34.307
金地西溪风华两室一厅一厨一卫等你来哦,3室1厅,80,5500,68.75
凯文杭庄 3室2厅 2700元,3室2厅,89,2700,30.337
浙商开元名都祺寓 1室1厅 2800元,1室1厅,50.68,2800,55.249
华元欢乐城 2室1厅 2300元,2室1厅,44.54,2300,51.639
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金地广场 2室1厅 4000元,2室1厅,47,4000,85.106
南安新苑 3室1厅 2300元,3室1厅,110,2300,20.909
新湖菲林 3室1厅 3600元,3室1厅,90,3600,40.0
新明半岛 3室1厅 3500元,3室1厅,144.2,3500,24.272
东厦东港花苑 3室1厅 3000元,3室1厅,88.86,3000,33.761
广厦天都城天河苑 1室1厅 2100元,1室1厅,45,2100,46.667
欣龙华府公寓 3室2厅 3500元,3室2厅,120,3500,29.167
盛世嘉园精装修大三房两卫中间楼层拎包入住,3室2厅,123,4500,36.585
欧美金融城 3室2厅 5000元,3室2厅,98,5000,51.02
合景天峻 3室2厅 5000元,3室2厅,109,5000,45.872
绿城桃源小镇 3室2厅 2000元,3室2厅,89,2000,22.472
西溪蓝海 1室1厅 3100元,1室1厅,40,3100,77.5
金都夏宫 2室2厅 2600元,2室2厅,82,2600,31.707
万宝城 1室1厅 1800元,1室1厅,26.56,1800,67.771
豪波西溪润景 3室1厅 4500元,3室1厅,83,4500,54.217
万宝城 2室1厅 2300元,2室1厅,39.22,2300,58.644
朝阳新苑 3室2厅 3200元,3室2厅,140,3200,22.857
西溪蓝海 2室1厅 3400元,2室1厅,38,3400,89.474
通和波士顿公寓 3室1厅 2000元,3室1厅,88.57,2000,22.581
绿城桃源小镇 3室2厅 3500元,3室2厅,90,3500,38.889
望城 3室2厅 3600元,3室2厅,90,3600,40.0
欧美金融城 4室1厅 3800元,4室1厅,131,3800,29.008
良渚文化村白鹭郡南 2室1厅 3000元,2室1厅,87.69,3000,34.211
盛世嘉园精装修三房，自住装修，拎包入住,3室2厅,95,3800,40.0
都市港湾 1室0厅 1100元,1室0厅,35,1100,31.429
复地上城 3室1厅 3500元,3室1厅,88,3500,39.773
万科良渚文化村楼盘，房子诚心出租的，,4室2厅,213.4,6500,30.459
雅居乐国际花园 3室1厅 3500元,3室1厅,89,3500,39.326
欧美金融城 3室2厅 4600元,3室2厅,89,4600,51.685
美好桂花金座 3室2厅 3000元,3室2厅,134,3000,22.388
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
相寓 3室1厅 2600元,3室1厅,90,2600,28.889
东方俊园 3室1厅 3800元,3室1厅,140,3800,27.143
九衡公寓 2室2厅 2900元,2室2厅,75,2900,38.667
房东自住精装4房，配套齐全，地铁口,4室2厅,129,6500,50.388
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
翡翠城精装两房拎包入住随时可看房,2室2厅,87.79,4600,52.398
亲亲家园三期 3室2厅 6000元,3室2厅,118,6000,50.847
欣北钱江国际广场 2室1厅 1200元,2室1厅,55.22,1200,21.731
广厦天都城天泉苑 5室2厅 3500元,5室2厅,167,3500,20.958
万通时尚公馆 3室2厅 5800元,3室2厅,120,5800,48.333
新城山语院 3室2厅 3200元,3室2厅,89,3200,35.955
宝林西路 2室1厅 2300元,2室1厅,70,2300,32.857
西溪蓝海 3室2厅 5000元,3室2厅,89,5000,56.18
欧美金融城 3室2厅 8000元,3室2厅,89,8000,89.888
恒厚阳光城 3室2厅 4800元,3室2厅,117,4800,41.026
嘉丰万悦城 3室1厅 2700元,3室1厅,98,2700,27.551
东田擎天半岛 3室2厅 2800元,3室2厅,89,2800,31.461
赞成香颂一期 4室2厅 3200元,4室2厅,127,3200,25.197
天阳棕榈湾二期 4室2厅 5500元,4室2厅,110,5500,50.0
万宝城 2室1厅 1800元,2室1厅,34.12,1800,52.755
万宝城 2室1厅 2500元,2室1厅,40.74,2500,61.365
绿城桃源小镇 2室1厅 2000元,2室1厅,83.93,2000,23.829
盛世嘉园 2室2厅 3500元,2室2厅,89,3500,39.326
嘉丰万悦城 3室1厅 3500元,3室1厅,126,3500,27.778
西溪永乐城 4室1厅 6200元,4室1厅,107,6200,57.944
华盛达堂巢 1室1厅 1900元,1室1厅,41.14,1900,46.184
金地广场 2室1厅 4000元,2室1厅,44,4000,90.909
精装修  湖景房 可视整个南湖 看湖无死角,3室2厅,130,7000,53.846
西溪蓝海 1室1厅 3400元,1室1厅,38,3400,89.474
万通时尚公馆 3室2厅 4800元,3室2厅,90,4800,53.333
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
金地艺境 3室2厅 5000元,3室2厅,89,5000,56.18
华城格之林花园 2室2厅 2600元,2室2厅,90,2600,28.889
广厦天都城天河苑 1室1厅 1700元,1室1厅,30,1700,56.667
金都夏宫 3室2厅 3200元,3室2厅,88.4,3200,36.199
西溪蓝海 1室0厅 3000元,1室0厅,38,3000,78.947
伊世纪城市花园 2室2厅 2500元,2室2厅,83,2500,30.12
福田花园 3室2厅 3000元,3室2厅,115,3000,26.087
相寓 3室1厅 3000元,3室1厅,90,3000,33.333
西溪蓝海 2室1厅 3200元,2室1厅,58,3200,55.172
华元西溪欢乐城 2室1厅 3200元,2室1厅,44.26,3200,72.3
顺达花苑东区 2室1厅 1650元,2室1厅,48,1650,34.375
百家乐西园 5室3厅 12000元,5室3厅,311.5,12000,38.523
凯文和平雅苑 3室1厅 2300元,3室1厅,89.54,2300,25.687
赞成赞城 3室2厅 5000元,3室2厅,89,5000,56.18
华元西溪欢乐城 2室2厅 3300元,2室2厅,44,3300,75.0
万科北宸之光 3室1厅 5000元,3室1厅,89.6,5000,55.804
新西湖小镇 2室2厅 2300元,2室2厅,78,2300,29.487
万宝城 2室1厅 2000元,2室1厅,28.36,2000,70.522
圆乡名筑 2室2厅 3000元,2室2厅,89,3000,33.708
"阿里巴巴，西溪蓝海小区住宅，家具家电全配,布置温馨",1室1厅,38,3000,78.947
庭院深深 2室2厅 2600元,2室2厅,89,2600,29.213
阿里巴巴亲橙里0距离 精装2房 诚心出租！随时看房！,2室2厅,87,5700,65.517
金帝海珀二期 3室1厅 2300元,3室1厅,96,2300,23.958
西溪蓝海 2室2厅 3000元,2室2厅,38,3000,78.947
瑞金华庭嘉苑 3室2厅 3500元,3室2厅,136,3500,25.735
海创绿谷 1室1厅 3300元,1室1厅,48,3300,68.75
金成英特学府 3室2厅 3500元,3室2厅,89.53,3500,39.093
雅居乐国际花园 3室2厅 3500元,3室2厅,89,3500,39.326
西溪蓝海 2室1厅 4000元,2室1厅,60,4000,66.667
广厦天都城天澜 3室2厅 2200元,3室2厅,130,2200,16.923
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
瑞金华庭嘉苑 3室2厅 3000元,3室2厅,90,3000,33.333
金都夏宫 3室2厅 2800元,3室2厅,89,2800,31.461
奥克斯杭州未来中心 3室1厅 4500元,3室1厅,94.98,4500,47.378
广厦天都城天漾 2室1厅 2600元,2室1厅,88,2600,29.545
我朋友的房子，自己装修住的，希望找一个爱干净的客户,1室1厅,36,2100,58.333
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
九曲营小区 2室1厅 1700元,2室1厅,62.37,1700,27.257
万泰城章 3室2厅 3300元,3室2厅,86.91,3300,37.97
万通时尚公馆 3室2厅 3300元,3室2厅,89,3300,37.079
南苑一区 2室1厅 2700元,2室1厅,65,2700,41.538
万通时尚公馆 3室2厅 4300元,3室2厅,89,4300,48.315
兴惠家园 3室2厅 3500元,3室2厅,135.04,3500,25.918
丰梅路10-21号 3室1厅 3200元,3室1厅,96,3200,33.333
西溪蓝海  与梦想小镇、阿里巴巴为邻，位置好，环境好,1室1厅,38,2800,73.684
超低价大三毛坯房等你相中！！！,3室1厅,135,2600,19.259
逸居城 3室1厅 3580元,3室1厅,101,3580,35.446
东海水景城 1室1厅 2400元,1室1厅,55,2400,43.636
三房两厅电梯房，精装修，拎包入住,3室2厅,106.78,3800,35.587
信达柳郡 3室1厅 3000元,3室1厅,110,3000,27.273
西溪华东园 3室2厅 5500元,3室2厅,139.25,5500,39.497
绿城蓝庭东区 2室1厅 3100元,2室1厅,83,3100,37.349
亲亲家园三期 4室2厅 6000元,4室2厅,138.31,6000,43.381
众安理想湾 3室1厅 2300元,3室1厅,89.27,2300,25.765
惠都家园 3室2厅 2500元,3室2厅,85,2500,29.412
华枫名苑 2室2厅 2500元,2室2厅,80,2500,31.25
赞成首府 4室1厅 3500元,4室1厅,93,3500,37.634
东海水景城 1室1厅 2100元,1室1厅,49,2100,42.857
同城印象花苑西区 2室1厅 2500元,2室1厅,50,2500,50.0
景瑞御蓝湾 3室2厅 3200元,3室2厅,89,3200,35.955
亲亲家园三期 1室1厅 29166元,1室1厅,313.36,29166,93.075
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
广厦天都城天河苑 1室1厅 1800元,1室1厅,55,1800,32.727
富力西溪悦居 3室1厅 6500元,3室1厅,89.22,6500,72.854
东田怡丰城 3室1厅 3000元,3室1厅,83.1,3000,36.101
广厦天都城紫韵公寓 3室2厅 3000元,3室2厅,133.68,3000,22.442
欧美金融城 3室2厅 5500元,3室2厅,109,5500,50.459
爵士风情花园 3室2厅 3000元,3室2厅,94,3000,31.915
中意名仕苑 3室2厅 4300元,3室2厅,145,4300,29.655
绿城桃源小镇 3室1厅 3800元,3室1厅,90,3800,42.222
乔司南地铁口 复地连城国际 简装三室,3室2厅,104.96,4300,40.968
未来科技城，文二西路，青枫墅园精装修复式楼，3房2卫,3室2厅,87.2,3000,34.404
广厦天都城天熙公馆 3室2厅 2700元,3室2厅,165.25,2700,16.339
天都花园 2室2厅 2350元,2室2厅,68.88,2350,34.117
佳兆业西溪璞园 2室1厅 3600元,2室1厅,90,3600,40.0
华元欢乐城 3室1厅 2800元,3室1厅,35,2800,80.0
昆仑华府 3室2厅 2500元,3室2厅,89,2500,28.09
大三房，宽敞舒适，小区位置好，出行方便,3室2厅,92,4500,48.913
理想家园 3室2厅 3600元,3室2厅,130,3600,27.692
翡翠城 2室2厅 5500元,2室2厅,90,5500,61.111
绿城桃源小镇 2室2厅 3500元,2室2厅,89,3500,39.326
二房，宽敞舒适，小区位置好，出行方便,2室2厅,83,3800,45.783
良渚文化村七贤郡 3室2厅 3600元,3室2厅,88.04,3600,40.891
交通宿舍 2室1厅 2100元,2室1厅,81,2100,25.926
盛奥西溪铭座 1室1厅 2700元,1室1厅,40,2700,67.5
逸居城 2室1厅 3600元,2室1厅,86,3600,41.86
华元西溪欢乐城 1室1厅 3200元,1室1厅,39,3200,82.051
西溪华东园 4室3厅 9000元,4室3厅,235,9000,38.298
老余杭镇上大三房 交通便利 配套齐全 生活出行方便,3室2厅,140,3700,26.429
华元西溪欢乐城 2室1厅 2500元,2室1厅,44.49,2500,56.192
红联九漾华庭西区 2室1厅 2800元,2室1厅,61.97,2800,45.183
新西湖小镇 2室2厅 1500元,2室2厅,89.2,1500,16.816
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
新西湖小镇 2室2厅 2500元,2室2厅,75.89,2500,32.942
万科品质 精装三房 高楼层 视野景观好,3室1厅,89,4800,53.933
金都夏宫 3室2厅 3000元,3室2厅,139,3000,21.583
中港罗兰小镇 3室2厅 1600元,3室2厅,89,1600,17.978
出租！出租 全明户型 视线好 随时住 看房方便租金可谈,3室2厅,82,6200,75.61
东海水景城 1室1厅 2500元,1室1厅,63,2500,39.683
东厦东港花苑 2室2厅 2400元,2室2厅,82,2400,29.268
丰梅路10-21号 3室1厅 3200元,3室1厅,96,3200,33.333
西溪蓝海  与梦想小镇、阿里巴巴为邻，位置好，环境好,1室1厅,38,2800,73.684
超低价大三毛坯房等你相中！！！,3室1厅,135,2600,19.259
逸居城 3室1厅 3580元,3室1厅,101,3580,35.446
东海水景城 1室1厅 2400元,1室1厅,55,2400,43.636
奥克斯杭州未来中心 3室1厅 4500元,3室1厅,94.98,4500,47.378
广厦天都城天漾 2室1厅 2600元,2室1厅,88,2600,29.545
我朋友的房子，自己装修住的，希望找一个爱干净的客户,1室1厅,36,2100,58.333
万通时尚公馆 3室2厅 4500元,3室2厅,89,4500,50.562
九曲营小区 2室1厅 1700元,2室1厅,62.37,1700,27.257
万泰城章 3室2厅 3300元,3室2厅,86.91,3300,37.97
万通时尚公馆 3室2厅 3300元,3室2厅,89,3300,37.079
南苑一区 2室1厅 2700元,2室1厅,65,2700,41.538
万通时尚公馆 3室2厅 4300元,3室2厅,89,4300,48.315
兴惠家园 3室2厅 3500元,3室2厅,135.04,3500,25.918
爵士风情大三房，简单装修，采光好视野开阔，看房方便,3室2厅,133.2,3400,25.526
盛奥西溪铭座 1室1厅 2700元,1室1厅,40,2700,67.5
逸居城 2室1厅 3600元,2室1厅,86,3600,41.86
华元西溪欢乐城 1室1厅 3200元,1室1厅,39,3200,82.051
西溪华东园 4室3厅 9000元,4室3厅,235,9000,38.298
老余杭镇上大三房 交通便利 配套齐全 生活出行方便,3室2厅,140,3700,26.429
华元西溪欢乐城 2室1厅 2500元,2室1厅,44.49,2500,56.192
红联九漾华庭西区 2室1厅 2800元,2室1厅,61.97,2800,45.183
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华元欢乐城 2室2厅 2500元,2室2厅,55,2500,45.455
美莱国际中心写字楼 3室2厅 5000元,3室2厅,75,5000,66.667
欧美金融城 3室2厅 5000元,3室2厅,89,5000,56.18
绿城桃源小镇 2室2厅 1500元,2室2厅,89,1500,16.854
新西湖小镇 2室1厅 2100元,2室1厅,78,2100,26.923
良渚文化村白鹭郡南 2室2厅 3500元,2室2厅,88,3500,39.773
新西湖小镇 2室2厅 2500元,2室2厅,75.89,2500,32.942
万科品质 精装三房 高楼层 视野景观好,3室1厅,89,4800,53.933
金都夏宫 3室2厅 3000元,3室2厅,139,3000,21.583
中港罗兰小镇 3室2厅 1600元,3室2厅,89,1600,17.978
出租！出租 全明户型 视线好 随时住 看房方便租金可谈,3室2厅,82,6200,75.61
东海水景城 1室1厅 2500元,1室1厅,63,2500,39.683
东厦东港花苑 2室2厅 2400元,2室2厅,82,2400,29.268
万宝城 2室1厅 2700元,2室1厅,50.65,2700,53.307
万宝城 1室1厅 1300元,1室1厅,39,1300,33.333
爵士风情大三房，简自住装修，拎包入住,3室1厅,120.53,3300,27.379
西溪蓝海 3室1厅 3000元,3室1厅,89,3000,33.708
良渚花苑新村 3室1厅 3000元,3室1厅,92.87,3000,32.303
西溪欢乐城边  成熟商圈  欧式装修  光线充足,3室2厅,127,5500,43.307
瑞城温莎郡 2室2厅 2500元,2室2厅,85,2500,29.412
世纪嘉园晴彩巴厘 1室1厅 2100元,1室1厅,45.1,2100,46.563
华元西溪欢乐城 2室1厅 2400元,2室1厅,39,2400,61.538
广厦天都城温莎苑 3室1厅 3000元,3室1厅,100,3000,30.0
未来科技城精装4.79米LOFT公寓 民电民水,2室1厅,52,4000,76.923
大华海派风景 3室2厅 4000元,3室2厅,90,4000,44.444
万科溪望 3室3厅 6000元,3室3厅,89,6000,67.416
爵士风情花园简装大面积越层，家具家电齐全，拎包入住,8室2厅,194.34,5500,28.301
欧美金融城 3室2厅 5000元,3室2厅,89,5000,56.18
逸居城 3室1厅 4000元,3室1厅,90,4000,44.444
东海水景城 1室1厅 2300元,1室1厅,48.9,2300,47.035
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
良渚花苑新村 3室1厅 3200元,3室1厅,95,3200,33.684
泊悦府 3室2厅 3500元,3室2厅,117.91,3500,29.684
华元西溪欢乐城 2室1厅 3000元,2室1厅,48,3000,62.5
单身公寓，小区位置好，出行方便，家具家电齐全,3室2厅,146,5200,35.616
广厦天都城天星苑 3室2厅 2500元,3室2厅,118,2500,21.186
精装公寓，咫尺阿里，五常湿地公园旁，享受品质生活,1室2厅,37.1,3200,86.253
华元欢乐城 1室1厅 2000元,1室1厅,32.19,2000,62.131
瑞金华庭嘉苑 3室1厅 1800元,3室1厅,92,1800,19.565
艺尚里 3室2厅 2800元,3室2厅,101,2800,27.723
青枫墅园 3室2厅 2600元,3室2厅,89,2600,29.213
广厦天都城天河苑 2室1厅 2000元,2室1厅,49,2000,40.816
欧美金融城 3室2厅 6500元,3室2厅,128,6500,50.781
亿丰蔚蓝郡 4室2厅 5500元,4室2厅,132.09,5500,41.638
华元欢乐城 1室1厅 2500元,1室1厅,35,2500,71.429
金都夏宫 3室2厅 3500元,3室2厅,122,3500,28.689
太平家园 3室2厅 2500元,3室2厅,120,2500,20.833
东冠逸家 2室2厅 3300元,2室2厅,91.42,3300,36.097
怡景花城精装两房拎包入住中间楼层,2室2厅,106,4000,37.736
阿里旁最近的公寓，步行可到！！！！！！！！！！,2室1厅,50,4500,90.0
万科北宸之光 3室1厅 5200元,3室1厅,86,5200,60.465
运河玲珑香榭 3室2厅 3000元,3室2厅,119,3000,25.21
华元蒙卡岸 3室1厅 3500元,3室1厅,91.06,3500,38.436
两房精装出租，家电齐全，拎包入住,2室2厅,80,3500,43.75
万科良渚文化村未来城 3室2厅 5500元,3室2厅,115,5500,47.826
浙商开元名都祺寓 1室1厅 2600元,1室1厅,50.86,2600,51.121
保亿丽景山 3室0厅 2650元,3室0厅,90,2650,29.444
东田怡丰城 3室2厅 3800元,3室2厅,96,3800,39.583
和合财富中心 2室1厅 4000元,2室1厅,62,4000,64.516
东厦东港花苑 2室1厅 2100元,2室1厅,80.27,2100,26.162
金岸提香 2室2厅 2600元,2室2厅,89.2,2600,29.148
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
翡翠城 3室2厅 4500元,3室2厅,148.65,4500,30.272
庭院深深 2室1厅 2300元,2室1厅,88.4,2300,26.018
九衡公寓 2室1厅 2600元,2室1厅,63,2600,41.27
地铁口房源出租，全新家具家电了解一下！,1室1厅,35,3500,100.0
绿城桃源小镇 2室2厅 3000元,2室2厅,86.92,3000,34.514
合景叠彩园 3室2厅 6000元,3室2厅,86,6000,69.767
昆仑华府 4室2厅 4200元,4室2厅,100,4200,42.0
浙地人家 3室2厅 3800元,3室2厅,104,3800,36.538
绿城蓝庭东区 2室2厅 3300元,2室2厅,88,3300,37.5
力达易居时代 1室1厅 1800元,1室1厅,47,1800,38.298
枫桥庭 2室2厅 1600元,2室2厅,82,1600,19.512
名门天第 1室1厅 2200元,1室1厅,48,2200,45.833
欧美金融城 3室2厅 4800元,3室2厅,98,4800,48.98
汀洲花苑北 2室2厅 2100元,2室2厅,80,2100,26.25
悦泽公寓 3室2厅 2300元,3室2厅,120,2300,19.167
方家山公寓 3室2厅 2700元,3室2厅,104,2700,25.962
上亿彩虹郡 2室2厅 3200元,2室2厅,80,3200,40.0
翡翠城 3室2厅 5600元,3室2厅,159.54,5600,35.101
伊世纪城市花园 4室1厅 3000元,4室1厅,130,3000,23.077
华元欢乐城 2室1厅 2500元,2室1厅,31.48,2500,79.416
西溪蓝海 4室2厅 5700元,4室2厅,89,5700,64.045
新明半岛 4室2厅 5000元,4室2厅,213,5000,23.474
荷花小区 2室1厅 2200元,2室1厅,76,2200,28.947
莱茵知己 2室2厅 2400元,2室2厅,82.24,2400,29.183
野风珑园 4室2厅 3000元,4室2厅,139,3000,21.583
绿城紫桂公寓 3室2厅 2600元,3室2厅,92,2600,28.261
乔司  乔司南 君汇上品  三室 特价毛坯房  可短租半年,2室1厅,87.48,2500,28.578
新城山语院 2室1厅 2500元,2室1厅,80,2500,31.25
西溪八方城 2室1厅 3800元,2室1厅,45,3800,84.444
西溪八方城 2室1厅 3800元,2室1厅,45,3800,84.444
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
美好桂花星座 2室1厅 2500元,2室1厅,63.64,2500,39.283
众安理想湾 2室1厅 2300元,2室1厅,82,2300,28.049
欧美金融城 1室1厅 1440元,1室1厅,35,1440,41.143
东厦东港花苑 2室1厅 2300元,2室1厅,88,2300,26.136
美好桂花星座 2室1厅 2300元,2室1厅,63.9,2300,35.994
未来科技城板块，自住精装，拎包入住,2室1厅,88.11,5200,59.017
西溪华东园 5室2厅 9800元,5室2厅,280,9800,35.0
万宝城 2室1厅 3000元,2室1厅,40,3000,75.0
闲林山水丹枫苑精装三房拎包入住电梯房,3室2厅,138,4000,28.986
闲林山水小三房户型好高楼层电梯房出租,3室1厅,89,3000,33.708
广厦天都城天河苑 2室1厅 2200元,2室1厅,54,2200,40.741
梦想小镇旁，咫尺阿里巴巴，精装住宅小区，配套齐全,3室2厅,109.8,5400,49.18
西溪泊岸 2室1厅 4000元,2室1厅,60.1,4000,66.556
朗诗未来街区 3室2厅 3000元,3室2厅,87,3000,34.483
华元欢乐城 2室1厅 2700元,2室1厅,45,2700,60.0
滨江万家名城，配套齐全，采光无遮，拎包入住 !,3室2厅,89.51,4600,51.391
毓秀家园 1室1厅 2000元,1室1厅,39.86,2000,50.176
众安理想湾 2室2厅 2600元,2室2厅,80.49,2600,32.302
信达柳郡 3室1厅 3300元,3室1厅,139,3300,23.741
竹海水韵 5室2厅 5000元,5室2厅,248.8,5000,20.096
星桥桂花城 3室1厅 2000元,3室1厅,89,2000,22.472
邱山小区 2室1厅 2000元,2室1厅,70,2000,28.571
西田公馆 2室1厅 4000元,2室1厅,51.32,4000,77.942
欧美金融城 3室2厅 5000元,3室2厅,132,5000,37.879
盛世嘉园 精装三房 诚心出租拎包入住,3室2厅,153.5,5000,32.573
东田怡丰城 2室2厅 2600元,2室2厅,83,2600,31.325
万通时尚公馆 4室2厅 6300元,4室2厅,130,6300,48.462
东晖龙悦湾 3室2厅 1600元,3室2厅,109,1600,14.679
万通时尚公馆 3室2厅 5800元,3室2厅,130,5800,44.615
铭雅苑东区 4室1厅 5000元,4室1厅,120,5000,41.667
标题,户型,面积（平方）,房租（元/月）,每平方房租（元）
华立江南水乡排屋，配套齐全，适合同事合租以及办公,5室2厅,203,9000,44.335
华元蒙卡岸 2室2厅 2600元,2室2厅,60,2600,43.333
华元花涧堂 6室3厅 10000元,6室3厅,195.82,10000,51.067
中园花苑 3室2厅 3500元,3室2厅,119,3500,29.412
东晖龙悦湾 3室2厅 2000元,3室2厅,105,2000,19.048
自住装修，干净整洁大两房。。。,2室1厅,94.05,3300,35.088
万宝城 2室1厅 3000元,2室1厅,40,3000,75.0
闲林山水紫薇苑小三房简装拎包入住,2室1厅,85,3300,38.824
