,Unnamed: 0,Unnamed: 0.1,No,page,nick,time,content,area,ip,ip_loc,length,against,agree,channel,hot,level,login_type,media_type,mid,stamp,time_ymd,time_mdh,cmntcount,coor_loc,lng,lat 
1501,1501,1521,1522,77,云南花公子,2018-08-08 12:09:58,负罪感让我默默地把自己关在出租屋小房间，凝视着天花板反思、忏悔[泪][泪],云南昆明,106.61.110.155,"云南省 电信 * GeoIP: Kunming, Yunnan, China * China Telecom",37,1533701398,8,cj,0,0,0,0,5B6A6D16-6A3D6E9B-159094007-8C5-8CE,1533701398,2018-08-08,08-08 12,2272,"{'lng': 102.71460113878045, 'lat': 25.049153100453157}",102.71460113878045,25.049153100453157
1502,1502,1522,1523,77,孤岛住着大流氓,2018-08-08 12:09:53,写这篇文章的小编，你可以下岗了。,重庆,223.104.250.158,"中国 移动 * GeoIP: Chongqing, China * China Mobile Guangdong",16,1533701393,0,cj,0,0,0,0,5B6A6D11-DF68FA9E-935C87D0-8C5-8A1,1533701393,2018-08-08,08-08 12,2271,"{'lng': 106.53063501341296, 'lat': 29.54460610888615}",106.53063501341296,29.54460610888615
1503,1503,1523,1524,77,你好黑色幽默ghl,2018-08-08 12:09:45,拖国家后腿了，不好意思,甘肃兰州,223.104.27.243,"甘肃省 移动 * GeoIP: Lanzhou, Gansu, China * China Mobile Guangdong",11,1533701385,0,cj,0,0,0,0,5B6A6D05-DF681BF3-CFCD4397-8C5-8D4,1533701385,2018-08-08,08-08 12,2270,"{'lng': 103.8233054407292, 'lat': 36.06422552504259}",103.8233054407292,36.06422552504259
1504,1504,1524,1525,77,苏州桥黑旋风二狗子,2018-08-08 12:09:42,梁代价你还是拿义务,北京,114.248.137.248,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",27,1533701382,0,cj,0,1,0,0,5B6A6D03-72F889F8-4F90B092-8C5-894,1533701382,2018-08-08,08-08 12,2269,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1505,1505,1525,1526,77,im苏筱叶,2018-08-08 12:09:37,我老公谢谢,江苏无锡,49.66.88.169,"江苏省无锡市 电信 * GeoIP: Wuxi, Jiangsu, China * China Telecom jiangsu",19,1533701377,0,cj,0,1,0,0,5B6A6CFE-314258A9-13D86602F-8C5-8F8,1533701377,2018-08-08,08-08 12,2268,"{'lng': 120.30545590053595, 'lat': 31.57003745192303}",120.30545590053595,31.57003745192303
1506,1506,1526,1527,77,蜜蜂BEE_STM_SYSU,2018-08-08 12:09:15,这个现象是正常的，我自己也是这样的，但是话不能这么说吧……,广东广州,112.96.164.187,"广东省广州市 联通 * GeoIP: Guangzhou, Guangdong, China * China Unicom Guangzhou network",37,1533701355,0,cj,0,1,0,0,5B6A6CE7-7060A4BB-6AE8FC4A-8C5-840,1533701355,2018-08-08,08-08 12,2267,"{'lng': 113.30764967515182, 'lat': 23.12004910207623}",113.30764967515182,23.12004910207623
1507,1507,1527,1528,77,南星北辰_孤且直,2018-08-08 12:08:46,激动吗[doge],江苏徐州,49.90.188.108,"江苏省南京市 电信 * GeoIP: Wuxi, Jiangsu, China * China Telecom",9,1533701326,0,cj,0,0,0,0,5B6A6CCB-315ABC6C-9B1C56A6-8C5-8A9,1533701326,2018-08-08,08-08 12,2266,"{'lng': 117.18810662317686, 'lat': 34.27155343109188}",117.18810662317686,34.27155343109188
1508,1508,1528,1529,77,痞子达达w,2018-08-08 12:08:30,初中生是最年轻的人吧,江苏无锡,117.136.66.109,"江苏省 移动 * GeoIP: Nanjing, Jiangsu, China * China Mobile",10,1533701310,1,cj,0,0,0,0,5B6A6CBB-7588426D-4DDF7EE1-8C5-8FF,1533701310,2018-08-08,08-08 12,2265,"{'lng': 120.30545590053595, 'lat': 31.57003745192303}",120.30545590053595,31.57003745192303
1509,1509,1529,1530,77,一个卖扎染的大理Girl,2018-08-08 12:08:25,突然发现自己很牛逼,云南曲靖,180.130.2.184,"云南省昆明市 联通 * GeoIP: Kunming, Yunnan, China * China Unicom Yunnan",9,1533701304,1,cj,0,0,0,0,5B6A6CB5-B48202B8-15CC049F4-8C5-842,1533701305,2018-08-08,08-08 12,2264,"{'lng': 103.78253888802674, 'lat': 25.520758142870502}",103.78253888802674,25.520758142870502
1510,1510,1530,1531,77,無數的休止符,2018-08-08 12:07:18,星巴克iPhone能有多少钱？,上海,116.224.21.195,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",15,1533701238,0,cj,0,0,0,0,5B6A6C74-74E015C3-43B49AB2-8C5-831,1533701238,2018-08-08,08-08 12,2263,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1511,1511,1531,1532,77,痞子达达w,2018-08-08 12:07:10,还有人比初中生年轻吗,江苏无锡,117.136.66.109,"江苏省 移动 * GeoIP: Nanjing, Jiangsu, China * China Mobile",10,1533701230,1,cj,0,0,0,0,5B6A6C6B-7588426D-4DDF7EE1-8C5-8FF,1533701230,2018-08-08,08-08 12,2262,"{'lng': 120.30545590053595, 'lat': 31.57003745192303}",120.30545590053595,31.57003745192303
1512,1512,1532,1533,77,_壹18_,2018-08-08 12:06:16,这个真的实力甩锅，我服了,广东,223.104.63.65,"广东省深圳市 移动 * GeoIP: Guangzhou, Guangdong, China * China Mobile",12,1533701176,0,cj,0,0,0,0,5B6A6C35-DF683F41-6BDE536E-8C5-926,1533701176,2018-08-08,08-08 12,2261,"{'lng': 113.3948175587587, 'lat': 23.40800372902474}",113.3948175587587,23.40800372902474
1513,1513,1533,1534,77,lily叶秋,2018-08-08 12:05:57,你们我带过的最差的一届。all kinds of guo~,辽宁鞍山,120.200.201.229,"辽宁省大连市 移动 * GeoIP: Haicheng, Liaoning, China * China Mobile",29,1533701157,0,cj,0,0,0,0,5B6A6C21-78C8C9E5-88A28A9F-8C5-945,1533701157,2018-08-08,08-08 12,2260,"{'lng': 123.0077633288837, 'lat': 41.118743682153465}",123.0077633288837,41.118743682153465
1514,1514,1534,1535,77,奈河桥畔雨后燕,2018-08-08 12:05:18,我觉得吧，要有正确引导，不然小孩子只会变熊大人,澳大利亚,144.136.136.254,"澳大利亚  * GeoIP: Bentleigh East, Victoria, Australia * Telstra Internet",29,1533701118,0,cj,0,1,0,0,5B6A6BFD-908888FE-6F130065-8C5-83F,1533701118,2018-08-08,08-08 12,2259,"{'lng': 121.41870908660299, 'lat': 37.543317132551}",121.41870908660299,37.543317132551
1515,1515,1535,1536,77,ThuerXman,2018-08-08 12:04:57,年轻人就背上了锅,陕西西安,1.81.75.160,"陕西省 电信 * GeoIP: Xian, Shaanxi, China * China Telecom SHAANXI",8,1533701097,0,cj,0,0,0,0,5B6A6BE8-1514BA0-8DAED6D8-8C5-872,1533701097,2018-08-08,08-08 12,2258,"{'lng': 108.95309827919623, 'lat': 34.277799897830626}",108.95309827919623,34.277799897830626
1516,1516,1536,1537,77,神仙岛豫,2018-08-08 12:03:43,只能看看电视剧,黑龙江绥化,1.188.195.149,"黑龙江省绥化市 联通 * GeoIP: Suihua, Heilongjiang, China * China Unicom Heilongjiang",7,1533701023,0,cj,0,0,0,0,5B6A6B9F-1BCC395-ECB94715-8C5-971,1533701023,2018-08-08,08-08 12,2257,"{'lng': 128.0474137149926, 'lat': 47.35659164311141}",128.0474137149926,47.35659164311141
1517,1517,1537,1538,77,城秋airs,2018-08-08 12:03:37,年轻人走向危机，00后是垮掉的一代，那就祝愿小编长命百岁振兴中华吧[费解],广东中山,183.33.77.2,"广东省中山市 电信 * GeoIP: Zhongshan, Guangdong, China * China Telecom Guangdong",37,1533701016,2,cj,0,0,0,0,5B6A6B97-B7214D02-15E269E81-8C5-866,1533701017,2018-08-08,08-08 12,2256,"{'lng': 113.42206002079804, 'lat': 22.545177514512996}",113.42206002079804,22.545177514512996
1518,1518,1538,1539,77,淡蓝色De-殇,2018-08-08 12:02:07,这口锅有点大,河南郑州,117.136.44.173,"河南省郑州市 移动 * GeoIP: Zhengzhou, Henan, China * Henan Mobile Communications Co.,Ltd",22,1533700927,0,cj,0,2,0,0,5B6A6B3E-75882CAD-A851CCFF-8C5-918,1533700927,2018-08-08,08-08 12,2255,"{'lng': 113.64964384986449, 'lat': 34.756610064140254}",113.64964384986449,34.756610064140254
1519,1519,1539,1540,77,弥密弥秘弥,2018-08-08 12:02:06,太不要脸了吧这论调,上海,223.104.213.76,"中国 移动 * GeoIP: Shanghai, China * Shanghai Mobile Communications Co.,Ltd.",9,1533700926,0,cj,0,0,0,0,5B6A6B3D-DF68D54C-ADC8E0A5-8C5-865,1533700926,2018-08-08,08-08 12,2254,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1520,1520,1540,1541,78,kyle199009,2018-08-08 12:02:01,原文重点放在借贷上，评论重点将借贷视作常态，将消费对象中的大额花销拿出来比对，房子or星巴克大牌衣服出去旅游。做了一个二选的选择题，同时把房子和割韭菜联系到一起，可以表现出来年轻人对买房负担的怨念和绝望了。,海南,36.101.51.102,"海南省海口市 电信 * GeoIP: Haikou, Hainan, China * China Telecom Hainan",103,1533700921,0,cj,0,0,0,0,5B6A6B38-24653366-18AF0597C-8C5-8D0,1533700921,2018-08-08,08-08 12,2253,"{'lng': 106.92539717866242, 'lat': 39.29620947939178}",106.92539717866242,39.29620947939178
1521,1521,1541,1542,78,故意21,2018-08-08 12:02:01,前几天跟小樱们讨论，他说深圳这种情况很严重—本身没什么能力和追求，但是享受很高的生活水平，导致他们在进入社会前就眼界很高[摊手],广东广州,58.249.112.48,"广东省广州市 联通 * GeoIP: Guangzhou, Guangdong, China * China Unicom Guangzhou network",64,1533700921,0,cj,0,0,0,0,5B6A6B39-3AF97030-182D3BAA5-8C5-8CE,1533700921,2018-08-08,08-08 12,2252,"{'lng': 113.30764967515182, 'lat': 23.12004910207623}",113.30764967515182,23.12004910207623
1523,1523,1543,1544,78,当代生活观察,2018-08-08 12:01:50,满天UFO,北京,119.90.83.183,"北京市 华通宽带 * GeoIP: Beijing, China * Beijing flash newsletter cas telecommunication",15,1533700910,0,cj,0,1,0,0,5B6A6B2A-775A53B7-61664E77-8C5-901,1533700910,2018-08-08,08-08 12,2250,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1524,1524,1544,1545,78,我有两颗对称小虎牙,2018-08-08 12:01:47,总结到位[doge],河南开封,61.158.149.35,"河南省郑州市 联通 * GeoIP: Zhengzhou, Henan, China * China Unicom Henan",10,1533700907,0,cj,0,0,0,0,5B6A6B27-3D9E9523-C2431386-8C5-8C1,1533700907,2018-08-08,08-08 12,2249,"{'lng': 114.35164211776365, 'lat': 34.80185417583674}",114.35164211776365,34.80185417583674
1525,1525,1545,1546,78,柴门里的榴莲,2018-08-08 12:01:37,已举报[摊手]造谣,北京,106.121.58.107,"北京市 电信 * GeoIP: Beijing, China * China Telecom Beijing",9,1533700897,0,cj,0,0,0,0,5B6A6B1D-6A793A6B-7CA7B759-8C5-906,1533700897,2018-08-08,08-08 12,2248,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1526,1526,1546,1547,78,吃酱ooo,2018-08-08 12:00:39,怎么听你说的感觉好恐怖,河南郑州,117.136.36.207,"河南省新乡市 移动 * GeoIP: Zhengzhou, Henan, China * Henan Mobile Communications Co.,Ltd",11,1533700839,0,cj,0,0,0,0,5B6A6AE2-758824CF-135811F5C-8C5-860,1533700839,2018-08-08,08-08 12,2247,"{'lng': 113.64964384986449, 'lat': 34.756610064140254}",113.64964384986449,34.756610064140254
1527,1527,1547,1548,78,仝小虎,2018-08-08 12:00:28,鼓掌就是了。,上海,116.247.107.146,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",6,1533700828,0,cj,0,0,0,0,5B6A6ADC-74F76B92-9E11972F-8C5-867,1533700828,2018-08-08,08-08 12,2246,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1528,1528,1548,1549,78,手机用户025768888,2018-08-08 12:00:23,对不起  我喝不起星巴克  速溶咖啡了解一哈[doge],山东,223.104.187.126,"山东省 移动 * GeoIP: Qingdao, Shandong, China * China Mobile Shandong",28,1533700823,0,cj,0,0,0,0,5B6A6AD3-DF68BB7E-130086245-8C5-866,1533700823,2018-08-08,08-08 12,2245,"{'lng': 118.52766339287801, 'lat': 36.09928992972826}",118.52766339287801,36.09928992972826
1529,1529,1549,1550,78,故意21,2018-08-08 12:00:20,其实我觉得说的没有大问题...传统第一产业年轻人不愿意做，都想做轻松报酬高，实际上哪有那么多好事给你，除了计算机互联网产业，现在年轻人能拿出来的合格的产业屈指可数，反观年轻人捧红的产业，比如明星偶像文化等，对国家生产力没有什么实际帮助，更不要说这些偶像文化水平低了...,广东广州,58.249.112.48,"广东省广州市 联通 * GeoIP: Guangzhou, Guangdong, China * China Unicom Guangzhou network",135,1533700820,0,cj,0,0,0,0,5B6A6AD1-3AF97030-182D3BAA5-8C5-8CE,1533700820,2018-08-08,08-08 12,2244,"{'lng': 113.30764967515182, 'lat': 23.12004910207623}",113.30764967515182,23.12004910207623
1530,1530,1550,1551,78,咸鱼之碎碎,2018-08-08 12:00:05,我农村有地!  打算回乡盖茅草屋接,江西宜春,115.153.92.236,"江西省宜春市 电信 * GeoIP: Nanchang, Jiangxi, China * China Telecom Jiangxi",17,1533700804,0,cj,0,0,0,0,5B6A6AC2-73995CEC-DDAA7450-8C5-96F,1533700805,2018-08-08,08-08 12,2243,"{'lng': 114.40003867155777, 'lat': 27.811129895842885}",114.40003867155777,27.811129895842885
1531,1531,1551,1552,78,木易奥喵,2018-08-08 11:59:40,对啊，难道让我去买房？,四川成都,110.185.219.227,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom Sichuan",19,1533700780,0,cj,0,1,0,0,5B6A6AA8-6EB9DBE3-51CDF18F-8C5-88B,1533700780,2018-08-08,08-08 11,2242,"{'lng': 102.89915972360397, 'lat': 30.36748093795755}",102.89915972360397,30.36748093795755
1532,1532,1552,1553,78,布袋西子,2018-08-08 11:59:07,反正买不起房 不如买买买[二哈] 房子才是奢侈品,浙江杭州,42.120.75.73,"浙江省杭州市 阿里云 *  * GeoIP: Hangzhou, Zhejiang, China",24,1533700747,0,cj,0,0,0,0,5B6A6A8A-2A784B49-65602B0E-8C5-8C9,1533700747,2018-08-08,08-08 11,2241,"{'lng': 120.2193754157201, 'lat': 30.259244461536102}",120.2193754157201,30.259244461536102
1533,1533,1553,1554,78,疯疯作画,2018-08-08 11:58:24,难道贷款买房  在省吃俭用过日子 ？？？,广东广州,14.146.94.82,"广东省广州市 电信 * GeoIP: Guangzhou, Guangdong, China * China Telecom Guangdong",20,1533700704,0,cj,0,0,0,0,5B6A6A5D-E925E52-14BD1DBAE-8C5-87B,1533700704,2018-08-08,08-08 11,2240,"{'lng': 113.30764967515182, 'lat': 23.12004910207623}",113.30764967515182,23.12004910207623
1534,1534,1554,1555,78,卓雨卓雨,2018-08-08 11:57:52, 是啊，没说不是,广东深圳,113.116.114.56,"广东省深圳市 电信 * GeoIP: Shenzhen, Guangdong, China * China Telecom Guangdong",20,1533700672,0,cj,0,1,0,0,5B6A6A3E-71747238-A27F111D-8C5-88C,1533700672,2018-08-08,08-08 11,2239,"{'lng': 114.0259736573215, 'lat': 22.546053546205247}",114.0259736573215,22.546053546205247
1535,1535,1555,1556,78,Akiaim弱水君,2018-08-08 11:57:45,反正买不起房 还不准我几件好衣服[跪了],江苏南通,117.136.68.192,"江苏省 移动 * GeoIP: Nantong, Jiangsu, China * China Mobile",20,1533700665,0,cj,0,0,0,0,5B6A6A36-758844C0-1429BDD98-8C5-897,1533700665,2018-08-08,08-08 11,2238,"{'lng': 120.87380095093022, 'lat': 32.014664540823446}",120.87380095093022,32.014664540823446
1536,1536,1556,1557,78,啊噗今天变成噗啊了吗,2018-08-08 11:57:45,这小编是不是活的很不好[可怜]来吧，我“年轻人”每天给你一块钱施舍你。,上海,222.69.162.144,"上海市 电信 * GeoIP: Fengxian, Shanghai, China * China Telecom Shanghai",35,1533700665,2,cj,0,0,0,0,5B6A6A38-DE45A290-13566E335-8C5-8C4,1533700665,2018-08-08,08-08 11,2237,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1537,1537,1557,1558,78,假装幸福i,2018-08-08 11:57:33,你竟把实话讲出来啦😊,广东佛山,157.61.159.27,"广东省佛山市 联通 * GeoIP: Foshan, Guangdong, China * China Unicom Guangdong",11,1533700653,0,cj,0,0,0,0,5B6A6A2A-9D3D9F1B-B7E5D091-8C5-82D,1533700653,2018-08-08,08-08 11,2236,"{'lng': 113.1340256353934, 'lat': 23.035094840514382}",113.1340256353934,23.035094840514382
1538,1538,1558,1559,78,喵美-,2018-08-08 11:56:53,不仅自拍过还拍过抖音[并不简单],浙江杭州,115.200.232.84,"浙江省杭州市 电信 * GeoIP: Hangzhou, Zhejiang, China * China Telecom Hangzhou",16,1533700613,0,cj,0,0,0,0,5B6A6A01-73C8E854-70351A7D-8C5-954,1533700613,2018-08-08,08-08 11,2235,"{'lng': 120.2193754157201, 'lat': 30.259244461536102}",120.2193754157201,30.259244461536102
1539,1539,1559,1560,78,世界将它的灵魂献给你,2018-08-08 11:56:50,就算一天少喝一杯星巴克 也买不起房,湖北武汉,220.113.77.170,"湖北省武汉市 鹏博士 * GeoIP: Beijing, China * Computer Network Information Center",17,1533700610,0,cj,0,0,0,0,5B6A6A02-DC714DAA-62ABF04D-8C5-8C8,1533700610,2018-08-08,08-08 11,2234,"{'lng': 114.31620010268132, 'lat': 30.58108412692075}",114.31620010268132,30.58108412692075
1540,1540,1560,1561,79,琏二奶妈,2018-08-08 11:56:48,是银行被贷没钱了所以开始出这幺蛾子吗？,安徽芜湖,223.247.165.143,"安徽省淮北市 电信 * GeoIP: Hefei, Anhui, China * China Telecom Anhui",19,1533700608,0,cj,0,0,0,0,5B6A69FD-DFF7A58F-16438E6AE-8C5-899,1533700608,2018-08-08,08-08 11,2233,"{'lng': 118.38410842322828, 'lat': 31.36601978754301}",118.38410842322828,31.36601978754301
1541,1541,1561,1562,79,诈尸_的蚯蚓,2018-08-08 11:56:03,俄罗斯卫星网报道，据英国《金融时报》[摊手],北京,125.33.120.68,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",22,1533700563,1,cj,0,0,0,0,5B6A69CF-7D217844-8A036987-8C5-955,1533700563,2018-08-08,08-08 11,2232,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1542,1542,1562,1563,79,OverTheTop,2018-08-08 11:55:58,至于在2018年还能说出星巴克自拍...我也能理解小编会写出这篇文章了...,上海,222.67.102.32,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",38,1533700558,0,cj,0,0,0,0,5B6A69CA-DE436620-83F99B9B-8C5-900,1533700558,2018-08-08,08-08 11,2231,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1543,1543,1563,1564,79,秋小吖他妈,2018-08-08 11:55:30,还房贷就不是债务危机，买星巴克和手机就是债务危机…………,上海,211.161.248.7,"上海市 鹏博士 * GeoIP: Beijing, China * BeiJing Guoxin bilin Telecom Technology Co.,Ltd",28,1533700529,63,cj,0,0,0,0,5B6A69B1-D3A1F807-883F58B2-8C5-896,1533700530,2018-08-08,08-08 11,2230,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1544,1544,1564,1565,79,晚枫酱_,2018-08-08 11:55:21,我只是单纯地觉得有病,北京,119.57.114.108,"北京市 云方舟 * GeoIP: Beijing, China * Beijing wisdom network technology Co., Ltd. polyme",16,1533700521,0,cj,0,1,0,0,5B6A69A5-7739726C-5FCDFA28-8C5-857,1533700521,2018-08-08,08-08 11,2229,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1545,1545,1565,1566,79,OverTheTop,2018-08-08 11:55:15,现代金融不就是信贷体系么...财经小编学历有待追究啊....,上海,222.67.102.32,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",30,1533700515,1,cj,0,0,0,0,5B6A69A3-DE436620-83F99B9B-8C5-900,1533700515,2018-08-08,08-08 11,2228,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1546,1546,1566,1567,79,安琪-岁月都是渣渣,2018-08-08 11:55:14,一直,天津,111.165.197.23,"天津市 联通 * GeoIP: Tianjin, China * China Unicom Tianjin",2,1533700514,0,cj,0,0,0,0,5B6A699F-6FA5C517-6402FA05-8C5-7E1,1533700514,2018-08-08,08-08 11,2227,"{'lng': 117.21081309155257, 'lat': 39.143929903310074}",117.21081309155257,39.143929903310074
1547,1547,1567,1568,79,秋小吖他妈,2018-08-08 11:55:13,还房贷就不是债务危机，买星巴克和手机就是债务危机……,上海,211.161.248.7,"上海市 鹏博士 * GeoIP: Beijing, China * BeiJing Guoxin bilin Telecom Technology Co.,Ltd",26,1533700513,0,cj,0,0,0,0,5B6A69A0-D3A1F807-883F58B2-8C5-896,1533700513,2018-08-08,08-08 11,2226,"{'lng': 121.48789948569473, 'lat': 31.24916171001514}",121.48789948569473,31.24916171001514
1548,1548,1568,1569,79,微光和云朵从不曾偏心,2018-08-08 11:52:58,年轻人简直人在家中坐，锅从天上来[允悲],浙江杭州,218.108.198.154,"浙江省杭州市 华数 * GeoIP: Hangzhou, Zhejiang, China * Huashu media&Network Limited",20,1533700378,0,cj,0,0,0,0,5B6A6919-DA6CC69A-EC2449CD-8C5-7AE,1533700378,2018-08-08,08-08 11,2225,"{'lng': 120.2193754157201, 'lat': 30.259244461536102}",120.2193754157201,30.259244461536102
1549,1549,1569,1570,79,西行漫路樱吹雪,2018-08-08 11:51:32,[二哈][二哈][二哈]醉了！,广东,120.236.188.158,"广东省 移动 * GeoIP: Guangzhou, Guangdong, China * China Mobile",15,1533700292,0,cj,0,0,0,0,5B6A68C1-78ECBC9E-D8751607-8C5-86F,1533700292,2018-08-08,08-08 11,2224,"{'lng': 113.3948175587587, 'lat': 23.40800372902474}",113.3948175587587,23.40800372902474
1550,1550,1570,1571,79,Aeaiprps,2018-08-08 11:49:54,呵,北京,1.119.146.250,"北京市 中电华通 * GeoIP: Beijing, China * China Telecom Beijing",1,1533700193,0,cj,0,0,0,0,5B6A685D-17792FA-12B6CD6E9-8C5-806,1533700194,2018-08-08,08-08 11,2223,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1551,1551,1571,1572,79,a_Monty,2018-08-08 11:49:54,报道的客观对象从“年轻人贷款消费”一下子跳换到了“家庭债务”和“信贷”，这两者一定有必然联系吗，文章并没有给出明确的说明。以至于目不识丁的新浪财经得出了年轻人贷款消费形式（实际上是高杠杆和信贷危机）造成了社会经济发展的隐患的文盲结论。,浙江,223.104.247.23,"浙江省 移动 * GeoIP: Hangzhou, Zhejiang, China * China Mobile",117,1533700194,0,cj,0,0,0,0,5B6A6862-DF68F717-1661D1840-8C5-85D,1533700194,2018-08-08,08-08 11,2222,"{'lng': 119.95720242066378, 'lat': 29.159494120760925}",119.95720242066378,29.159494120760925
1552,1552,1572,1573,79,此世无趣,2018-08-08 11:49:53,口红效应,福建福州,140.243.22.132,"福建省 电信 * GeoIP: Xiamen, Fujian, China * China Telecom FUJIAN NETWORK",4,1533700193,0,cj,0,0,0,0,5B6A685E-8CF31684-9EBAC72B-8C5-95C,1533700193,2018-08-08,08-08 11,2221,"{'lng': 119.33022110712668, 'lat': 26.04712549657293}",119.33022110712668,26.04712549657293
1553,1553,1573,1574,79,昵称均被抢,2018-08-08 11:49:50,美国人一代一代不也这么过来,江苏连云港,117.92.96.100,"江苏省连云港市 电信 * GeoIP: Lianyungang, Jiangsu, China * China Telecom jiangsu",13,1533700190,0,cj,0,0,0,0,5B6A685A-755C6064-87ADAA18-8C5-8F7,1533700190,2018-08-08,08-08 11,2220,"{'lng': 119.17387221741889, 'lat': 34.60154896700999}",119.17387221741889,34.60154896700999
1554,1554,1574,1575,79,无念hiro,2018-08-08 11:49:26,极度露骨,北京,114.240.82.163,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",15,1533700166,0,cj,0,1,0,0,5B6A6845-72F052A3-15BBA09FB-8C5-880,1533700166,2018-08-08,08-08 11,2219,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1555,1555,1575,1576,79,孰忘,2018-08-08 11:49:14,砖家！无处不在,重庆,106.91.174.184,"重庆市 电信 * GeoIP: Chongqing, China * China Telecom",7,1533700154,0,cj,0,0,0,0,5B6A6839-6A5BAEB8-A419F04E-8C5-8CF,1533700154,2018-08-08,08-08 11,2218,"{'lng': 106.53063501341296, 'lat': 29.54460610888615}",106.53063501341296,29.54460610888615
1556,1556,1576,1577,79,想改名字却不知道改什么的啊月,2018-08-08 11:49:13,这篇文章咋没署名呢,江苏泰州,36.149.167.116,"江苏省泰州市 移动 * GeoIP: Taizhou, Jiangsu, China * China Mobile",9,1533700153,0,cj,0,0,0,0,5B6A6835-2495A774-D6B0942B-8C5-84A,1533700153,2018-08-08,08-08 11,2217,"{'lng': 119.91960601619071, 'lat': 32.47605327483028}",119.91960601619071,32.47605327483028
1557,1557,1577,1578,79,十六狐,2018-08-08 11:49:11,一口巨锅从天而降[摊手],辽宁大连,42.84.56.97,"辽宁省大连市 联通 * GeoIP: Dalian, Liaoning, China * UNICOM Liaoning",12,1533700150,0,cj,0,0,0,0,5B6A6833-2A543861-794A0078-8C5-976,1533700151,2018-08-08,08-08 11,2216,"{'lng': 121.59347778143518, 'lat': 38.94870993830429}",121.59347778143518,38.94870993830429
1558,1558,1578,1579,79,达加丝切昨,2018-08-08 11:49:10,反正我是不想买不想生[并不简单],江苏苏州,117.136.46.219,"江苏省 移动 * GeoIP: Suzhou, Jiangsu, China * China Mobile",16,1533700150,0,cj,0,0,0,0,5B6A6836-75882EDB-C4AD0B86-8C5-92F,1533700150,2018-08-08,08-08 11,2215,"{'lng': 120.61990711548988, 'lat': 31.317987367952437}",120.61990711548988,31.317987367952437
1559,1559,1579,1580,79,渝乡叶子,2018-08-08 11:48:42,其实我也想晒 可是我要挣钱，[微笑][太开心][太开心][太开心][太开心][太开心][太开心],重庆,14.108.14.150,"重庆市 电信 * GeoIP: Chongqing, China * China Telecom Chongqing",48,1533700122,0,cj,0,0,0,0,5B6A6817-E6C0E96-BED2C53E-8C5-913,1533700122,2018-08-08,08-08 11,2214,"{'lng': 106.53063501341296, 'lat': 29.54460610888615}",106.53063501341296,29.54460610888615
1560,1560,1580,1581,80,Hillarylly,2018-08-08 11:48:40,反思哈自己、为啥不生孩子、为啥不炒股、为啥不买p2p,北京,118.192.166.67,"北京市 云方舟 * GeoIP: Beijing, China * Beijing wisdom network technology Co., Ltd. polyme",36,1533700120,0,cj,0,1,0,0,5B6A6817-76C0A643-4AE85A8B-8C5-80E,1533700120,2018-08-08,08-08 11,2213,"{'lng': 116.39564503787867, 'lat': 39.92998577808024}",116.39564503787867,39.92998577808024
1561,1561,1581,1582,80,明世宗嘉靖官博,2018-08-08 11:48:18,说的相当有水准了[吃瓜],贵州,223.104.94.69,"贵州省 移动 * GeoIP: Tongren, Guizhou, China * China Mobile Guangdong",19,1533700097,0,cj,0,3,0,0,5B6A67FE-DF685E45-695E8868-8C5-944,1533700098,2018-08-08,08-08 11,2212,"{'lng': 106.7349961033045, 'lat': 26.902825927796762}",106.7349961033045,26.902825927796762
